Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,43,10525,,52.625,,14
R,44,10632,,53.160000000000004,,14
L,45,10739,,53.695,,14
R,46,10848,,54.24,,14
L,47,10951,,54.755,,14
R,48,11071,,55.355000000000004,,14
L,49,11170,,55.85,,14
R,50,11287,,56.435,,14
L,51,11388,,56.94,,14
R,52,11501,,57.505,,14
L,53,11607,,58.035000000000004,,14
R,54,11724,,58.620000000000005,,14
L,55,11827,,59.135,,14
R,56,11946,,59.730000000000004,,14
L,57,12048,,60.24,,14
R,58,12169,,60.845,,14
L,59,12268,,61.34,,14
R,60,12382,,61.910000000000004,,14
L,61,12481,,62.405,,14
R,62,12602,,63.01,,14
L,63,12702,,63.51,,14
R,64,12821,,64.105,,14
L,65,12919,,64.595,,14
R,66,13037,,65.185,,14
L,67,13138,,65.69,,14
R,68,13255,,66.275,,14
L,69,13353,,66.765,,14
R,70,13476,,67.38,,14
L,71,13583,,67.915,,14
R,72,13702,,68.51,,14
L,73,13809,,69.045,,14
R,74,13931,,69.655,,14
L,75,14032,,70.16,,14
R,76,14146,,70.73,,14
L,77,14241,,71.205,,14
R,78,14363,,71.815,,14
L,79,14465,,72.325,,14
R,80,14592,,72.96000000000001,,14
L,96,17350,,86.75,,17
R,97,17466,,87.33,,17
L,98,17566,,87.83,,17
R,99,17683,,88.415,,17
L,100,17785,,88.925,,17
R,101,17901,,89.505,,17
L,102,17999,,89.995,,17
R,103,18119,,90.595,,17
L,104,18219,,91.095,,17
R,105,18338,,91.69,,17
L,106,18441,,92.205,,17
R,107,18559,,92.795,,17
L,108,18655,,93.275,,17
R,109,18772,,93.86,,17
L,110,18875,,94.375,,17
R,111,18997,,94.985,,17
L,112,19097,,95.485,,17
R,113,19217,,96.08500000000001,,17
L,114,19318,,96.59,,17
R,115,19439,,97.19500000000001,,17
L,116,19544,,97.72,,17
R,117,19668,,98.34,,17
L,118,19765,,98.825,,17
R,119,19889,,99.44500000000001,,17
L,120,19993,,99.965,,17
R,121,20117,,100.58500000000001,,17
L,122,20217,,101.08500000000001,,17
R,123,20340,,101.7,,17
L,124,20442,,102.21000000000001,,17
R,125,20566,,102.83,,17
L,126,20670,,103.35000000000001,,17
