Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
R,9,10649,10762,53.245000000000005,53.81,1
L,13,10749,10890,53.745000000000005,54.45,1
R,10,10861,10971,54.305,54.855000000000004,1
L,14,10961,11109,54.805,55.545,1
R,11,11083,11190,55.415,55.95,1
L,15,11181,11324,55.905,56.620000000000005,1
R,12,11299,11411,56.495000000000005,57.055,1
L,16,11399,11535,56.995000000000005,57.675000000000004,1
R,13,11509,11631,57.545,58.155,1
L,17,11618,11759,58.09,58.795,1
R,14,11735,11849,58.675000000000004,59.245000000000005,1
L,18,11838,11979,59.19,59.895,1
R,15,11958,12070,59.79,60.35,1
L,19,12059,12202,60.295,61.01,1
R,16,12181,12288,60.905,61.44,1
L,20,12278,12416,61.39,62.08,1
R,17,12393,12506,61.965,62.53,1
L,21,12492,12639,62.46,63.195,1
R,18,12615,12726,63.075,63.63,1
L,22,12712,12853,63.56,64.265,1
R,19,12834,12934,64.17,64.67,1
L,23,12929,13067,64.645,65.33500000000001,1
R,20,13048,13164,65.24,65.82000000000001,1
L,24,13149,13292,65.745,66.46000000000001,1
R,21,13266,13377,66.33,66.885,1
L,25,13362,13507,66.81,67.535,1
R,22,13487,13607,67.435,68.035,1
L,26,13595,13734,67.975,68.67,1
R,23,13714,13836,68.57000000000001,69.18,1
L,27,13821,13968,69.105,69.84,1
R,24,13943,14056,69.715,70.28,1
L,28,14041,14178,70.205,70.89,1
R,25,14156,14266,70.78,71.33,1
L,29,14252,14396,71.26,71.98,1
R,26,14375,14488,71.875,72.44,1
L,30,14476,14625,72.38,73.125,1
R,27,14603,14714,73.015,73.57000000000001,1
L,31,14698,14841,73.49,74.205,1
R,28,14819,14932,74.095,74.66,1
L,32,14917,15062,74.58500000000001,75.31,1
R,29,15037,15153,75.185,75.765,1
L,33,15135,15281,75.675,76.405,1
R,34,17261,17374,86.305,86.87,2
L,38,17359,17494,86.795,87.47,2
R,35,17477,17587,87.385,87.935,2
L,39,17577,17714,87.885,88.57000000000001,2
R,36,17695,17808,88.47500000000001,89.04,2
L,40,17796,17930,88.98,89.65,2
R,37,17913,18021,89.565,90.105,2
L,41,18009,18149,90.045,90.745,2
R,38,18131,18240,90.655,91.2,2
L,42,18230,18371,91.15,91.855,2
R,39,18349,18465,91.745,92.325,2
L,43,18452,18588,92.26,92.94,2
R,40,18571,18673,92.855,93.365,2
L,44,18665,18802,93.325,94.01,2
R,41,18783,18899,93.915,94.495,2
L,45,18887,19029,94.435,95.145,2
R,42,19009,19118,95.045,95.59,2
L,46,19107,19246,95.535,96.23,2
R,43,19228,19340,96.14,96.7,2
L,47,19330,19471,96.65,97.355,2
R,44,19451,19571,97.255,97.855,2
L,48,19555,19698,97.775,98.49000000000001,2
R,45,19678,19788,98.39,98.94,2
L,49,19775,19922,98.875,99.61,2
R,46,19901,20016,99.505,100.08,2
L,50,20004,20149,100.02,100.745,2
R,47,20128,20240,100.64,101.2,2
L,51,20227,20369,101.135,101.845,2
R,48,20351,20466,101.755,102.33,2
L,52,20454,20600,102.27,103.0,2
R,49,20578,20695,102.89,103.47500000000001,2
L,53,20681,20827,103.405,104.135,2
R,50,20805,20925,104.025,104.625,2
L,54,20910,21057,104.55,105.285,2
R,51,21033,21156,105.165,105.78,2
