Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,49,19178,,95.89,,24
R,50,19305,,96.525,,24
L,51,19410,,97.05,,24
R,52,19522,,97.61,,24
L,53,19625,,98.125,,24
R,54,19736,,98.68,,24
L,55,19836,,99.18,,24
R,56,19947,,99.735,,24
L,57,20051,,100.255,,24
R,58,20156,,100.78,,24
L,59,20248,,101.24000000000001,,24
R,60,20371,,101.855,,24
L,61,20473,,102.36500000000001,,24
R,62,20581,,102.905,,24
L,63,20679,,103.395,,24
R,64,20801,,104.005,,24
L,65,20904,,104.52,,24
R,66,21015,,105.075,,24
L,67,21120,,105.60000000000001,,24
R,68,21230,,106.15,,24
L,69,21335,,106.675,,24
R,70,21446,,107.23,,24
L,71,21543,,107.715,,24
R,72,21661,,108.305,,24
L,91,24851,,124.25500000000001,,27
R,92,24955,,124.775,,27
L,93,25051,,125.25500000000001,,27
R,94,25163,,125.815,,27
L,95,25256,,126.28,,27
R,96,25370,,126.85000000000001,,27
L,97,25473,,127.36500000000001,,27
R,98,25578,,127.89,,27
L,99,25675,,128.375,,27
R,100,25791,,128.955,,27
L,101,25889,,129.445,,27
R,102,25993,,129.965,,27
L,103,26089,,130.445,,27
R,104,26199,,130.995,,27
L,105,26303,,131.51500000000001,,27
R,106,26415,,132.075,,27
L,107,26517,,132.585,,27
R,108,26627,,133.135,,27
L,109,26735,,133.675,,27
R,110,26849,,134.245,,27
L,111,26951,,134.755,,27
R,112,27065,,135.325,,27
