time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,1.15,10.49,0.958,-82.111,0.287,10.825,-0.527,-99.707,-0.719,11.073,0.863,-29.326,-46.921,-105.572
0.005,1.389,10.49,0.958,-93.842,0.192,10.873,-0.623,-105.572,-0.719,11.073,0.863,-23.46,-46.921,-105.572
0.01,1.629,10.49,1.054,-99.707,0.048,10.778,-0.575,-105.572,-0.863,11.073,0.863,-23.46,-41.056,-105.572
0.015,1.629,10.538,1.102,-99.707,0.096,10.682,-0.527,-99.707,-1.007,11.073,0.719,-17.595,-35.191,-105.572
0.02,1.533,10.49,1.054,-93.842,0.144,10.538,-0.575,-93.842,-0.719,10.929,0.863,-11.73,-35.191,-93.842
0.025,1.389,10.394,1.054,-87.977,0.24,10.394,-0.575,-87.977,-0.575,10.641,0.863,-11.73,-29.326,-87.977
0.03,1.293,10.251,1.054,-82.111,0.383,10.251,-0.527,-76.246,-0.431,10.497,0.719,-5.865,-29.326,-76.246
0.035,1.245,10.203,1.054,-82.111,0.575,10.107,-0.527,-64.516,-0.144,10.354,0.719,0.0,-23.46,-64.516
0.04,1.198,10.059,1.006,-70.381,0.766,9.963,-0.527,-52.786,0.0,10.066,0.719,0.0,-23.46,-52.786
0.045,1.102,9.963,1.006,-64.516,0.91,9.867,-0.479,-46.921,0.288,9.922,0.719,0.0,-23.46,-41.056
0.05,1.006,9.82,1.006,-52.786,1.006,9.724,-0.479,-41.056,0.431,9.635,0.719,0.0,-23.46,-35.191
0.055,0.958,9.724,0.958,-46.921,1.054,9.58,-0.431,-35.191,0.575,9.491,0.719,0.0,-23.46,-35.191
0.06,0.862,9.628,0.958,-41.056,1.054,9.436,-0.383,-29.326,0.719,9.347,0.575,0.0,-29.326,-29.326
0.065,0.814,9.484,0.91,-35.191,1.102,9.388,-0.287,-29.326,0.719,9.203,0.575,0.0,-29.326,-29.326
0.07,0.814,9.436,0.862,-35.191,1.102,9.341,-0.24,-29.326,0.719,9.203,0.431,0.0,-29.326,-29.326
0.075,0.814,9.388,0.766,-29.326,1.102,9.293,-0.144,-29.326,0.719,9.203,0.288,0.0,-35.191,-35.191
0.08,0.862,9.388,0.671,-35.191,1.102,9.245,-0.048,-35.191,0.575,9.059,0.288,-5.865,-41.056,-35.191
0.085,0.814,9.293,0.623,-35.191,1.054,9.245,0.048,-41.056,0.575,9.059,0.144,-5.865,-41.056,-41.056
0.09,0.814,9.245,0.527,-35.191,1.054,9.245,0.096,-46.921,0.575,8.916,0.144,-11.73,-46.921,-46.921
0.095,0.814,9.197,0.479,-46.921,1.006,9.101,0.144,-52.786,0.575,8.916,-0.0,-11.73,-46.921,-52.786
0.1,0.862,9.245,0.431,-46.921,0.91,9.053,0.192,-58.651,0.431,8.772,-0.0,-17.595,-52.786,-64.516
0.105,0.91,9.293,0.383,-52.786,0.862,9.149,0.287,-64.516,0.144,8.916,-0.144,-17.595,-52.786,-64.516
0.11,0.958,9.197,0.287,-58.651,0.766,9.101,0.383,-64.516,0.0,8.916,-0.144,-23.46,-52.786,-70.381
0.115,1.006,9.053,0.192,-64.516,0.623,9.053,0.383,-70.381,-0.144,9.059,-0.288,-23.46,-52.786,-70.381
0.12,1.102,9.005,0.144,-64.516,0.431,9.101,0.383,-70.381,-0.288,9.059,-0.288,-23.46,-52.786,-76.246
