time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,0.431,6.467,-7.233,5.865,0.0,6.61,7.52,0.0,0.144,6.471,-7.478,41.056,-11.73,5.865
0.005,0.335,6.323,-7.233,-0.0,0.048,6.562,7.472,0.0,0.144,6.615,-7.478,41.056,-11.73,5.865
0.01,0.287,6.275,-7.185,5.865,0.096,6.562,7.425,0.0,0.0,6.615,-7.478,41.056,-17.595,5.865
0.015,0.144,6.227,-7.233,5.865,0.096,6.562,7.472,0.0,0.0,6.615,-7.478,41.056,-17.595,5.865
0.02,0.192,6.275,-7.329,5.865,0.0,6.61,7.616,0.0,-0.144,6.615,-7.621,41.056,-17.595,5.865
0.025,0.24,6.419,-7.425,5.865,-0.048,6.658,7.712,0.0,-0.288,6.615,-7.765,46.921,-11.73,5.865
0.03,0.24,6.467,-7.568,5.865,-0.048,6.658,7.808,0.0,-0.288,6.615,-7.765,46.921,-11.73,5.865
0.035,0.24,6.61,-7.664,5.865,-0.048,6.706,7.951,0.0,-0.288,6.471,-7.909,46.921,-11.73,5.865
0.04,0.192,6.658,-7.664,5.865,-0.096,6.706,7.904,0.0,-0.288,6.471,-7.909,41.056,-11.73,5.865
0.045,0.287,6.658,-7.76,-0.0,-0.048,6.706,7.951,0.0,-0.144,6.471,-7.909,41.056,-5.865,5.865
0.05,0.24,6.658,-7.664,5.865,0.048,6.706,7.856,0.0,-0.144,6.471,-7.909,35.191,-5.865,5.865
0.055,0.192,6.658,-7.568,5.865,0.048,6.706,7.808,0.0,0.0,6.327,-7.765,35.191,-5.865,5.865
0.06,0.192,6.61,-7.472,-0.0,0.096,6.658,7.664,0.0,0.0,6.327,-7.621,35.191,-5.865,5.865
