Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,8,15751,15846,78.755,79.23,1
R,16,15841,15936,79.205,79.68,1
L,9,15933,16032,79.665,80.16,1
R,17,16026,16120,80.13,80.60000000000001,1
L,10,16117,16213,80.58500000000001,81.065,1
R,18,16208,16304,81.04,81.52,1
L,11,16300,16398,81.5,81.99,1
R,19,16393,16492,81.965,82.46000000000001,1
L,12,16487,16587,82.435,82.935,1
R,20,16582,16679,82.91,83.395,1
L,13,16674,16773,83.37,83.865,1
R,21,16767,16862,83.83500000000001,84.31,1
L,14,16857,16956,84.285,84.78,1
R,22,16949,17045,84.745,85.22500000000001,1
L,15,17038,17137,85.19,85.685,1
R,23,17131,17226,85.655,86.13,1
L,16,17222,17324,86.11,86.62,1
R,24,17318,17417,86.59,87.08500000000001,1
L,17,17413,17516,87.065,87.58,1
R,25,17510,17606,87.55,88.03,1
L,18,17601,17702,88.005,88.51,1
R,26,17696,17793,88.48,88.965,1
L,19,17788,17891,88.94,89.455,1
R,27,17885,17983,89.425,89.915,1
L,20,17978,18078,89.89,90.39,1
R,28,18072,18169,90.36,90.845,1
L,21,18165,18266,90.825,91.33,1
L,25,20642,20741,103.21000000000001,103.705,2
R,35,20736,20833,103.68,104.165,2
L,26,20828,20928,104.14,104.64,2
R,36,20922,21019,104.61,105.095,2
L,27,21015,21116,105.075,105.58,2
R,37,21111,21203,105.555,106.015,2
L,28,21200,21300,106.0,106.5,2
R,38,21294,21391,106.47,106.955,2
L,29,21386,21489,106.93,107.44500000000001,2
R,39,21484,21579,107.42,107.895,2
L,30,21576,21674,107.88,108.37,2
R,40,21669,21763,108.345,108.815,2
L,31,21759,21859,108.795,109.295,2
R,41,21854,21949,109.27,109.745,2
L,32,21944,22042,109.72,110.21000000000001,2
R,42,22038,22132,110.19,110.66,2
L,33,22128,22227,110.64,111.135,2
R,43,22221,22318,111.105,111.59,2
L,34,22312,22413,111.56,112.065,2
R,44,22406,22501,112.03,112.505,2
L,35,22496,22598,112.48,112.99000000000001,2
R,45,22591,22686,112.955,113.43,2
L,36,22682,22786,113.41,113.93,2
R,46,22780,22876,113.9,114.38,2
L,37,22871,22972,114.355,114.86,2
R,47,22967,23064,114.83500000000001,115.32000000000001,2
L,42,25551,25649,127.75500000000001,128.245,3
R,52,25645,25738,128.225,128.69,3
L,43,25733,25832,128.665,129.16,3
R,53,25826,25924,129.13,129.62,3
L,44,25917,26017,129.585,130.085,3
R,54,26012,26108,130.06,130.54,3
L,45,26105,26204,130.525,131.02,3
R,55,26198,26291,130.99,131.455,3
L,46,26288,26385,131.44,131.925,3
R,56,26380,26473,131.9,132.365,3
L,47,26468,26567,132.34,132.835,3
R,57,26563,26659,132.815,133.29500000000002,3
L,48,26653,26752,133.26500000000001,133.76,3
R,58,26748,26843,133.74,134.215,3
L,49,26839,26939,134.195,134.695,3
R,59,26933,27027,134.665,135.135,3
L,50,27023,27119,135.115,135.595,3
R,60,27115,27210,135.575,136.05,3
L,51,27205,27303,136.025,136.51500000000001,3
R,61,27298,27394,136.49,136.97,3
L,52,27388,27486,136.94,137.43,3
R,62,27482,27575,137.41,137.875,3
L,53,27570,27667,137.85,138.335,3
R,63,27663,27755,138.315,138.775,3
L,54,27750,27850,138.75,139.25,3
L,58,30062,30161,150.31,150.805,4
R,70,30156,30256,150.78,151.28,4
L,59,30251,30353,151.255,151.76500000000001,4
R,71,30348,30445,151.74,152.225,4
L,60,30440,30542,152.20000000000002,152.71,4
R,72,30537,30630,152.685,153.15,4
L,61,30626,30727,153.13,153.635,4
R,73,30723,30820,153.615,154.1,4
L,62,30815,30917,154.07500000000002,154.585,4
R,74,30912,31010,154.56,155.05,4
L,63,31005,31104,155.025,155.52,4
R,75,31100,31198,155.5,155.99,4
L,64,31192,31293,155.96,156.465,4
R,76,31287,31383,156.435,156.915,4
L,65,31379,31481,156.895,157.405,4
R,77,31476,31573,157.38,157.865,4
L,66,31568,31669,157.84,158.345,4
R,78,31663,31759,158.315,158.79500000000002,4
L,67,31754,31855,158.77,159.275,4
R,79,31850,31947,159.25,159.735,4
L,68,31941,32045,159.705,160.225,4
R,80,32038,32138,160.19,160.69,4
L,69,32131,32234,160.655,161.17000000000002,4
R,81,32227,32327,161.135,161.635,4
