Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
R,9,12935,13028,64.675,65.14,1
L,10,13024,13120,65.12,65.6,1
R,10,13119,13210,65.595,66.05,1
L,11,13205,13302,66.025,66.51,1
R,11,13300,13396,66.5,66.98,1
L,12,13393,13494,66.965,67.47,1
R,12,13490,13585,67.45,67.925,1
L,13,13582,13688,67.91,68.44,1
R,13,13683,13781,68.415,68.905,1
L,14,13776,13881,68.88,69.405,1
R,14,13878,13974,69.39,69.87,1
L,15,13970,14073,69.85000000000001,70.365,1
R,15,14069,14164,70.345,70.82000000000001,1
L,16,14158,14263,70.79,71.315,1
R,16,14260,14354,71.3,71.77,1
L,17,14351,14456,71.755,72.28,1
R,17,14451,14551,72.255,72.755,1
L,18,14545,14652,72.72500000000001,73.26,1
R,18,14647,14743,73.235,73.715,1
L,19,14738,14845,73.69,74.22500000000001,1
R,19,14840,14934,74.2,74.67,1
L,20,14931,15034,74.655,75.17,1
R,20,15032,15127,75.16,75.635,1
L,21,15123,15227,75.615,76.135,1
R,21,15227,15321,76.135,76.605,1
R,26,17758,17851,88.79,89.255,2
L,26,17851,17947,89.255,89.735,2
R,27,17945,18038,89.72500000000001,90.19,2
L,27,18036,18134,90.18,90.67,2
R,28,18133,18225,90.665,91.125,2
L,28,18221,18320,91.105,91.60000000000001,2
R,29,18318,18406,91.59,92.03,2
L,29,18404,18502,92.02,92.51,2
R,30,18498,18588,92.49,92.94,2
L,30,18584,18682,92.92,93.41,2
R,31,18680,18774,93.4,93.87,2
L,31,18770,18869,93.85000000000001,94.345,2
R,32,18868,18959,94.34,94.795,2
L,32,18958,19060,94.79,95.3,2
R,33,19059,19149,95.295,95.745,2
L,33,19146,19243,95.73,96.215,2
R,34,19243,19332,96.215,96.66,2
L,34,19327,19426,96.635,97.13,2
R,35,19422,19515,97.11,97.575,2
L,35,19510,19610,97.55,98.05,2
R,36,19608,19698,98.04,98.49000000000001,2
L,36,19694,19795,98.47,98.97500000000001,2
R,41,22974,23074,114.87,115.37,3
L,42,23068,23169,115.34,115.845,3
R,42,23166,23259,115.83,116.295,3
L,43,23252,23352,116.26,116.76,3
R,43,23347,23442,116.735,117.21000000000001,3
L,44,23441,23541,117.205,117.705,3
R,44,23538,23632,117.69,118.16,3
L,45,23629,23731,118.145,118.655,3
R,45,23730,23825,118.65,119.125,3
L,46,23819,23923,119.095,119.61500000000001,3
R,46,23920,24012,119.60000000000001,120.06,3
L,47,24006,24106,120.03,120.53,3
R,47,24099,24195,120.495,120.97500000000001,3
L,48,24193,24294,120.965,121.47,3
R,48,24289,24386,121.44500000000001,121.93,3
L,49,24381,24485,121.905,122.425,3
R,49,24482,24575,122.41,122.875,3
L,50,24571,24674,122.855,123.37,3
R,50,24672,24766,123.36,123.83,3
L,51,24762,24865,123.81,124.325,3
R,51,24862,24959,124.31,124.795,3
L,52,24956,25059,124.78,125.295,3
L,56,27353,27453,136.76500000000001,137.26500000000001,4
R,57,27451,27550,137.255,137.75,4
L,57,27543,27642,137.715,138.21,4
R,58,27641,27737,138.205,138.685,4
L,58,27732,27832,138.66,139.16,4
R,59,27829,27927,139.145,139.635,4
L,59,27923,28024,139.615,140.12,4
R,60,28020,28117,140.1,140.585,4
L,60,28111,28212,140.555,141.06,4
R,61,28209,28304,141.04500000000002,141.52,4
L,61,28299,28401,141.495,142.005,4
R,62,28398,28492,141.99,142.46,4
L,62,28488,28588,142.44,142.94,4
R,63,28589,28682,142.945,143.41,4
L,63,28676,28778,143.38,143.89000000000001,4
R,64,28776,28871,143.88,144.355,4
L,64,28867,28971,144.335,144.855,4
R,65,28969,29063,144.845,145.315,4
L,65,29058,29157,145.29,145.785,4
R,66,29155,29251,145.775,146.255,4
L,66,29246,29346,146.23,146.73,4
R,67,29343,29438,146.715,147.19,4
L,67,29433,29534,147.165,147.67000000000002,4
