time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,-1.006,-3.928,-8.957,87.977,0.335,-2.922,9.484,87.977,-0.575,-1.438,-9.491,99.707,41.056,82.111
0.005,-1.102,-3.688,-8.957,87.977,0.575,-2.922,9.484,87.977,-0.288,-1.726,-9.491,117.302,52.786,87.977
0.01,-1.006,-3.353,-9.005,87.977,0.671,-2.778,9.532,87.977,0.0,-1.869,-9.635,129.032,58.651,87.977
0.015,-0.862,-3.018,-9.005,93.842,0.623,-2.443,9.532,93.842,0.288,-1.726,-9.635,146.628,64.516,87.977
0.02,-0.719,-2.73,-8.957,99.707,0.431,-2.156,9.532,99.707,0.288,-1.438,-9.778,158.358,64.516,93.842
0.025,-0.479,-2.587,-8.909,105.572,0.192,-1.964,9.484,105.572,-0.144,-1.15,-9.635,164.223,70.381,99.707
0.03,-0.479,-2.299,-8.909,111.437,0.144,-1.724,9.484,111.437,-0.288,-1.007,-9.778,175.953,70.381,105.572
0.035,-0.479,-1.868,-8.909,111.437,0.144,-1.437,9.532,111.437,-0.288,-0.719,-9.778,187.683,70.381,105.572
0.04,-0.192,-1.389,-8.957,117.302,0.048,-1.102,9.532,117.302,-0.288,-0.575,-9.778,193.548,76.246,111.437
0.045,-0.048,-0.862,-9.005,117.302,-0.144,-0.719,9.628,117.302,-0.288,-0.288,-9.922,205.279,76.246,111.437
0.05,0.24,-0.383,-9.005,123.167,-0.335,-0.383,9.628,123.167,-0.431,-0.144,-9.922,217.009,76.246,117.302
0.055,0.575,-0.048,-9.053,123.167,-0.623,-0.144,9.676,123.167,-0.719,-0.144,-10.066,217.009,76.246,117.302
0.06,0.719,0.24,-9.053,123.167,-0.862,0.144,9.676,123.167,-1.007,0.0,-10.066,222.874,76.246,123.167
0.065,0.814,0.479,-9.005,123.167,-0.91,0.335,9.628,123.167,-1.007,0.288,-10.066,222.874,76.246,117.302
0.07,0.862,0.766,-8.957,117.302,-0.91,0.623,9.532,117.302,-1.15,0.431,-10.066,222.874,76.246,117.302
0.075,0.958,1.102,-8.909,117.302,-1.006,0.958,9.532,117.302,-1.15,0.863,-9.922,222.874,76.246,117.302
0.08,1.054,1.341,-8.814,111.437,-1.054,1.198,9.436,111.437,-1.15,1.15,-9.922,217.009,70.381,111.437
0.085,0.958,1.485,-8.718,105.572,-1.006,1.293,9.341,111.437,-1.15,1.294,-9.778,217.009,70.381,105.572
0.09,0.719,1.485,-8.766,99.707,-0.91,1.389,9.293,105.572,-1.007,1.438,-9.635,217.009,70.381,105.572
0.095,0.766,1.389,-9.053,99.707,-0.958,1.389,9.532,99.707,-1.15,1.582,-9.778,217.009,64.516,99.707
0.1,0.862,1.581,-9.341,99.707,-1.15,1.389,9.867,99.707,-1.438,1.582,-10.066,217.009,64.516,93.842
0.105,1.15,1.82,-9.484,93.842,-1.389,1.485,10.059,99.707,-1.726,1.438,-10.354,217.009,70.381,93.842
0.11,1.245,1.916,-9.484,93.842,-1.533,1.533,10.059,93.842,-1.869,1.294,-10.497,217.009,70.381,93.842
