28342,28454
28474,28572
28560,28672
28697,28794
28777,28888
28914,29008
28996,29106
29127,29223
29211,29322
29343,29442
29429,29540
29564,29659
29645,29756
29773,29877
29865,29976
29999,30098
30083,30191
30216,30313
30299,30411
30431,30529
30514,30625
30649,30745
30730,30842
30863,30961
30945,31055
31080,31179
31166,31275
