time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,-1.198,7.329,6.227,-52.786,2.108,7.76,-5.796,-58.651,-0.575,6.902,-6.759,70.381,52.786,35.191
0.005,-1.15,7.377,5.844,-64.516,2.012,7.76,-5.461,-70.381,-0.575,7.046,-6.471,76.246,58.651,46.921
0.01,-1.054,7.377,5.413,-76.246,1.964,7.808,-4.982,-76.246,-0.431,7.19,-6.183,82.111,58.651,52.786
0.015,-0.958,7.568,4.934,-82.111,1.677,8.047,-4.503,-82.111,-0.288,7.19,-5.896,87.977,64.516,64.516
0.02,-0.766,7.904,4.359,-87.977,1.341,8.191,-3.928,-93.842,-0.144,7.334,-5.321,93.842,64.516,76.246
0.025,-0.671,8.335,3.928,-93.842,1.198,8.526,-3.593,-93.842,-0.144,7.334,-4.889,99.707,70.381,82.111
0.03,-0.671,8.814,3.688,-93.842,1.245,9.005,-3.353,-99.707,-0.144,7.765,-4.458,105.572,70.381,87.977
0.035,-0.719,9.388,3.545,-93.842,1.341,9.628,-3.305,-93.842,-0.144,8.34,-4.026,111.437,70.381,93.842
0.04,-0.671,9.963,3.593,-93.842,1.389,10.059,-3.353,-93.842,-0.288,8.916,-3.739,111.437,64.516,99.707
0.045,-0.814,10.394,3.736,-87.977,1.868,10.251,-3.497,-87.977,-0.288,9.347,-3.595,117.302,64.516,93.842
0.05,-1.102,10.682,3.784,-76.246,2.108,10.299,-3.545,-76.246,-0.144,9.922,-3.595,117.302,58.651,93.842
0.055,-1.006,10.634,3.832,-58.651,1.916,9.915,-3.688,-58.651,-0.144,10.497,-3.739,117.302,58.651,87.977
0.06,-0.719,10.251,3.976,-46.921,1.341,9.388,-3.736,-46.921,-0.575,10.929,-3.883,117.302,52.786,82.111
0.065,-0.144,9.676,4.024,-35.191,0.862,8.814,-3.736,-35.191,-0.288,11.216,-3.883,117.302,52.786,64.516
0.07,0.24,9.005,3.928,-29.326,0.527,8.287,-3.593,-23.46,0.0,10.929,-4.026,111.437,52.786,46.921
0.075,0.431,8.43,3.64,-23.46,0.479,7.999,-3.257,-23.46,0.719,10.354,-4.17,105.572,52.786,35.191
0.08,0.431,8.095,3.257,-29.326,0.527,7.951,-2.826,-29.326,1.15,9.635,-4.026,99.707,52.786,29.326
0.085,0.479,8.047,2.826,-29.326,0.527,8.095,-2.347,-29.326,1.438,8.916,-3.739,93.842,58.651,23.46
0.09,0.479,8.191,2.299,-35.191,0.24,8.335,-1.82,-35.191,1.438,8.34,-3.307,87.977,58.651,29.326
0.095,0.575,8.335,1.916,-35.191,-0.048,8.574,-1.533,-35.191,1.438,8.053,-2.732,82.111,64.516,29.326
0.1,0.719,8.478,1.724,-35.191,-0.192,8.862,-1.341,-35.191,1.294,8.197,-2.301,82.111,64.516,35.191
0.105,0.766,8.766,1.581,-41.056,-0.096,9.245,-1.245,-41.056,1.294,8.34,-1.869,87.977,70.381,35.191
0.11,0.623,9.053,1.533,-41.056,0.144,9.676,-1.15,-41.056,1.294,8.34,-1.726,87.977,70.381,35.191
0.115,0.431,9.484,1.437,-41.056,0.335,10.059,-1.102,-41.056,1.438,8.484,-1.582,87.977,64.516,41.056
0.12,0.383,10.011,1.245,-41.056,0.192,10.299,-0.862,-46.921,1.294,8.772,-1.438,93.842,64.516,41.056
0.125,0.383,10.49,1.006,-41.056,0.096,10.299,-0.623,-41.056,1.15,9.203,-1.294,99.707,64.516,46.921
0.13,0.24,10.873,0.91,-41.056,0.048,10.299,-0.623,-41.056,1.007,9.922,-1.15,99.707,64.516,46.921
0.135,0.192,11.017,0.958,-29.326,-0.192,10.155,-0.719,-23.46,0.863,10.785,-1.007,105.572,58.651,46.921
0.14,0.144,10.921,1.102,-17.595,0.144,9.772,-0.91,-17.595,0.575,11.36,-1.007,105.572,58.651,41.056
0.145,-0.144,10.586,1.437,-11.73,0.623,9.341,-1.293,-5.865,0.288,11.792,-1.15,99.707,52.786,29.326
0.15,-0.383,10.155,1.772,-5.865,0.91,8.957,-1.485,0.0,0.431,11.935,-1.294,93.842,41.056,23.46
0.155,-0.383,9.628,1.868,5.865,0.91,8.526,-1.581,5.865,0.288,11.792,-1.582,82.111,35.191,11.73
0.16,-0.287,9.101,2.06,5.865,0.862,8.095,-1.724,11.73,0.144,11.216,-2.013,70.381,29.326,5.865
0.165,-0.383,8.622,2.203,11.73,0.91,7.664,-1.916,11.73,0.288,10.641,-2.013,52.786,23.46,0.0
0.17,-0.575,8.143,2.347,17.595,1.006,7.281,-1.964,11.73,0.288,10.066,-2.157,41.056,23.46,-5.865
0.17500000000000002,-0.623,7.76,2.395,11.73,1.15,6.85,-2.06,17.595,0.144,9.491,-2.445,29.326,23.46,-11.73
0.18,-0.766,7.472,2.539,11.73,1.102,6.658,-2.203,11.73,0.0,8.916,-2.445,23.46,23.46,-11.73
