time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,-1.006,8.047,5.844,-29.326,-1.054,7.951,5.7,35.191,1.15,8.053,5.752,-35.191,70.381,-29.326
0.005,-1.006,8.143,5.604,-29.326,-1.006,8.095,5.461,29.326,1.15,8.197,5.464,-35.191,70.381,-29.326
0.01,-0.958,8.239,5.365,-29.326,-1.006,8.239,5.221,29.326,1.007,8.197,5.321,-35.191,70.381,-29.326
0.015,-1.006,8.287,5.125,-29.326,-0.862,8.335,4.982,29.326,1.15,8.34,5.033,-35.191,70.381,-29.326
0.02,-0.91,8.287,4.934,-29.326,-0.719,8.43,4.79,29.326,1.007,8.484,4.889,-29.326,70.381,-29.326
0.025,-0.814,8.335,4.694,-29.326,-0.671,8.574,4.598,29.326,0.863,8.484,4.602,-29.326,70.381,-23.46
0.03,-0.91,8.335,4.503,-29.326,-0.671,8.574,4.359,29.326,0.863,8.484,4.458,-35.191,70.381,-23.46
0.035,-0.958,8.287,4.263,-29.326,-0.719,8.574,4.119,35.191,0.863,8.484,4.17,-35.191,70.381,-23.46
0.04,-0.958,8.239,4.072,-29.326,-0.671,8.574,3.976,29.326,0.863,8.484,3.883,-35.191,64.516,-23.46
0.045,-0.91,8.191,3.928,-29.326,-0.719,8.574,3.928,29.326,0.863,8.484,3.739,-41.056,64.516,-23.46
0.05,-0.862,8.191,3.928,-29.326,-0.671,8.622,3.928,35.191,0.863,8.484,3.739,-41.056,64.516,-29.326
0.055,-0.862,8.478,3.976,-29.326,-0.623,8.718,3.976,35.191,0.863,8.628,3.739,-41.056,64.516,-29.326
0.06,-0.814,8.862,4.024,-29.326,-0.623,8.862,4.024,35.191,0.863,8.772,3.883,-46.921,58.651,-29.326
0.065,-0.862,9.245,4.072,-29.326,-0.575,9.005,4.072,35.191,0.863,9.059,3.883,-46.921,58.651,-23.46
0.07,-0.862,9.436,4.119,-29.326,-0.671,9.101,3.976,29.326,0.719,9.203,4.026,-41.056,58.651,-29.326
0.075,-1.006,9.724,3.88,-23.46,-0.766,9.197,3.688,29.326,0.863,9.491,3.739,-41.056,58.651,-23.46
