time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,-1.15,9.628,-4.455,-23.46,1.293,9.293,4.503,-17.595,1.582,9.347,-4.602,46.921,-29.326,-17.595
0.005,-1.15,9.676,-4.407,-23.46,1.293,9.388,4.359,-17.595,1.438,9.347,-4.458,46.921,-29.326,-17.595
0.01,-1.054,9.628,-4.455,-23.46,1.293,9.532,4.311,-23.46,1.582,9.491,-4.458,52.786,-29.326,-17.595
0.015,-0.958,9.676,-4.598,-23.46,1.245,9.628,4.311,-23.46,1.438,9.778,-4.314,52.786,-29.326,-17.595
0.02,-0.814,9.724,-4.742,-23.46,1.198,9.676,4.407,-23.46,1.438,9.778,-4.458,52.786,-35.191,-23.46
0.025,-0.623,9.772,-4.838,-23.46,1.15,9.628,4.551,-23.46,1.582,9.778,-4.602,52.786,-35.191,-23.46
0.03,-0.575,9.724,-4.838,-29.326,1.054,9.724,4.646,-23.46,1.438,9.778,-4.745,52.786,-35.191,-23.46
0.035,-0.575,9.724,-4.838,-29.326,0.958,9.772,4.646,-23.46,1.438,9.922,-4.745,58.651,-35.191,-23.46
0.04,-0.575,9.772,-4.694,-29.326,0.91,9.82,4.694,-29.326,1.294,10.066,-4.745,58.651,-35.191,-23.46
0.045,-0.623,9.915,-4.551,-29.326,0.91,9.915,4.646,-29.326,1.294,10.21,-4.745,58.651,-35.191,-23.46
0.05,-0.575,10.059,-4.503,-29.326,0.862,10.011,4.503,-29.326,1.294,10.21,-4.602,52.786,-35.191,-23.46
0.055,-0.575,10.155,-4.503,-35.191,0.766,10.059,4.407,-29.326,1.15,10.354,-4.458,52.786,-35.191,-23.46
0.06,-0.575,10.011,-4.503,-41.056,0.814,10.155,4.359,-35.191,1.007,10.354,-4.458,52.786,-35.191,-29.326
0.065,-0.623,9.867,-4.694,-41.056,0.814,10.107,4.359,-35.191,1.15,10.354,-4.458,52.786,-35.191,-35.191
0.07,-0.527,9.628,-4.934,-41.056,0.862,10.011,4.503,-41.056,1.007,10.21,-4.458,52.786,-35.191,-41.056
0.075,-0.383,9.436,-5.125,-46.921,0.862,9.772,4.694,-41.056,1.294,10.066,-4.745,52.786,-41.056,-41.056
0.08,-0.24,9.341,-5.221,-46.921,0.814,9.58,4.886,-46.921,1.15,9.778,-4.889,52.786,-41.056,-46.921
0.085,-0.144,9.341,-5.269,-46.921,0.671,9.436,5.03,-46.921,1.15,9.778,-5.033,52.786,-41.056,-46.921
0.09,-0.096,9.293,-5.221,-46.921,0.623,9.436,5.125,-46.921,1.15,9.635,-5.177,52.786,-41.056,-46.921
0.095,-0.096,9.197,-5.173,-46.921,0.623,9.388,5.077,-46.921,1.15,9.635,-5.177,52.786,-41.056,-46.921
0.1,-0.144,9.149,-5.077,-46.921,0.623,9.341,4.982,-46.921,1.15,9.635,-5.177,52.786,-35.191,-46.921
0.105,-0.144,9.149,-5.077,-46.921,0.575,9.245,4.934,-46.921,1.007,9.491,-5.033,52.786,-35.191,-46.921
0.11,-0.144,9.197,-4.982,-46.921,0.575,9.197,4.934,-46.921,1.007,9.491,-5.033,52.786,-29.326,-41.056
0.115,-0.144,9.245,-4.886,-46.921,0.575,9.245,4.838,-46.921,1.007,9.491,-5.033,52.786,-29.326,-46.921
0.12,-0.144,9.197,-4.79,-46.921,0.527,9.293,4.742,-46.921,0.863,9.491,-4.889,46.921,-29.326,-41.056
0.125,-0.144,9.149,-4.694,-46.921,0.479,9.245,4.694,-46.921,0.863,9.491,-4.745,46.921,-29.326,-41.056
0.13,-0.048,8.957,-4.646,-46.921,0.479,9.149,4.598,-46.921,0.863,9.347,-4.745,46.921,-29.326,-46.921
0.135,0.048,8.814,-4.646,-46.921,0.431,9.005,4.551,-46.921,0.719,9.203,-4.745,46.921,-29.326,-46.921
0.14,0.096,8.766,-4.646,-46.921,0.383,8.766,4.503,-46.921,0.719,8.916,-4.602,52.786,-29.326,-46.921
0.145,0.192,8.67,-4.598,-46.921,0.335,8.622,4.551,-46.921,0.719,8.772,-4.602,52.786,-29.326,-46.921
0.15,0.24,8.574,-4.598,-46.921,0.24,8.526,4.503,-46.921,0.575,8.484,-4.602,52.786,-29.326,-46.921
0.155,0.24,8.478,-4.598,-41.056,0.24,8.383,4.455,-46.921,0.719,8.34,-4.602,52.786,-23.46,-41.056
0.16,0.335,8.383,-4.551,-41.056,0.24,8.239,4.503,-41.056,0.719,8.197,-4.602,58.651,-23.46,-41.056
0.165,0.383,8.335,-4.503,-35.191,0.192,8.239,4.455,-41.056,0.719,8.197,-4.602,58.651,-23.46,-41.056
0.17,0.24,8.287,-4.503,-35.191,0.144,8.239,4.359,-35.191,0.575,8.197,-4.458,64.516,-23.46,-35.191
0.17500000000000002,0.144,8.287,-4.407,-35.191,0.192,8.239,4.359,-35.191,0.575,8.34,-4.458,64.516,-17.595,-35.191
0.18,0.192,8.287,-4.263,-29.326,0.24,8.239,4.311,-35.191,0.575,8.34,-4.458,70.381,-17.595,-35.191
0.185,0.144,8.335,-4.167,-29.326,0.24,8.335,4.167,-29.326,0.719,8.484,-4.314,70.381,-17.595,-35.191
