time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,0.958,9.484,2.012,58.651,-2.012,10.011,-1.964,0.0,2.732,9.203,-1.869,0.0,11.73,-41.056
0.005,1.389,9.532,1.964,58.651,-0.862,9.82,-1.245,17.595,1.726,9.347,-1.007,5.865,5.865,-58.651
0.01,1.341,9.532,1.916,58.651,0.144,9.676,-1.677,29.326,1.294,9.203,-2.013,5.865,0.0,-64.516
0.015,0.91,9.772,1.916,58.651,0.623,9.867,-1.437,35.191,1.294,9.922,-1.869,0.0,-5.865,-64.516
0.02,0.814,9.915,1.868,58.651,0.623,10.059,-1.389,35.191,1.15,9.922,-2.013,0.0,-11.73,-64.516
0.025,0.814,9.867,1.772,52.786,0.335,9.915,-1.389,29.326,0.719,10.066,-2.013,0.0,-11.73,-64.516
0.03,0.814,9.772,1.724,52.786,0.24,10.011,-1.389,29.326,0.719,10.066,-1.726,0.0,-17.595,-64.516
0.035,1.006,9.82,1.629,46.921,0.335,10.155,-1.245,23.46,0.575,10.066,-1.726,-5.865,-17.595,-58.651
0.04,1.006,10.011,1.629,41.056,0.335,10.251,-1.245,23.46,0.719,10.066,-1.726,0.0,-17.595,-58.651
0.045,0.958,10.203,1.82,41.056,0.479,10.251,-1.437,23.46,0.719,10.21,-1.726,0.0,-17.595,-52.786
0.05,0.814,10.251,1.868,41.056,0.527,10.442,-1.437,17.595,0.719,10.354,-1.726,0.0,-17.595,-52.786
0.055,0.623,10.394,1.964,41.056,0.623,10.49,-1.629,17.595,0.575,10.497,-1.726,0.0,-11.73,-52.786
0.06,0.575,10.586,2.06,35.191,0.91,10.634,-1.629,11.73,0.431,10.785,-2.013,5.865,-11.73,-46.921
0.065,0.144,10.778,2.251,35.191,0.958,10.778,-1.868,11.73,0.0,11.073,-1.582,5.865,-11.73,-46.921
0.07,0.335,10.634,2.682,29.326,1.006,10.394,-2.203,11.73,0.0,11.073,-2.301,5.865,-11.73,-41.056
0.075,0.958,10.394,2.347,23.46,0.814,10.346,-2.06,5.865,0.719,10.641,-2.732,5.865,-17.595,-35.191
0.08,0.479,10.682,2.156,17.595,0.479,10.73,-1.724,5.865,0.431,10.929,-2.157,5.865,-29.326,-23.46
0.085,0.335,10.634,2.156,11.73,0.719,10.634,-1.772,5.865,0.0,11.073,-2.301,5.865,-23.46,-23.46
0.09,0.335,10.634,2.108,11.73,0.958,10.586,-1.772,5.865,0.144,11.073,-2.157,5.865,-23.46,-17.595
0.095,0.048,10.586,2.012,11.73,1.15,10.73,-1.629,5.865,-0.144,11.073,-2.013,5.865,-23.46,-11.73
0.1,-0.144,10.73,1.964,5.865,1.198,10.73,-1.677,5.865,-0.575,11.216,-2.013,5.865,-17.595,-11.73
0.105,-0.287,10.825,1.964,-0.0,1.533,10.586,-1.581,0.0,-0.719,11.216,-2.013,5.865,-11.73,-5.865
0.11,-0.335,10.873,2.012,-5.865,1.677,10.107,-1.629,-5.865,-0.719,11.216,-2.013,17.595,-11.73,5.865
0.115,-0.144,10.442,2.251,-11.73,1.533,10.442,-1.82,-5.865,-0.719,11.216,-2.013,17.595,-5.865,11.73
0.12,0.048,9.724,2.06,-17.595,1.054,10.346,-1.677,-11.73,-0.575,10.641,-2.301,17.595,-5.865,23.46
