Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
R,8,9702,9814,48.51,49.07,1
L,9,9807,9912,49.035000000000004,49.56,1
R,9,9900,10011,49.5,50.055,1
L,10,9993,10109,49.965,50.545,1
R,10,10093,10206,50.465,51.03,1
L,11,10189,10307,50.945,51.535000000000004,1
R,11,10294,10409,51.47,52.045,1
L,12,10389,10510,51.945,52.550000000000004,1
R,12,10500,10615,52.5,53.075,1
L,13,10595,10716,52.975,53.58,1
R,13,10702,10817,53.51,54.085,1
L,14,10810,10917,54.050000000000004,54.585,1
R,14,10903,11016,54.515,55.08,1
L,15,11010,11115,55.050000000000004,55.575,1
R,15,11100,11217,55.5,56.085,1
L,16,11209,11315,56.045,56.575,1
R,16,11301,11418,56.505,57.09,1
L,17,11407,11519,57.035000000000004,57.595,1
R,17,11503,11618,57.515,58.09,1
L,18,11608,11718,58.04,58.59,1
R,18,11703,11817,58.515,59.085,1
L,19,11797,11918,58.985,59.59,1
R,19,11904,12021,59.52,60.105000000000004,1
L,20,12000,12123,60.0,60.615,1
R,25,15148,15264,75.74,76.32000000000001,2
L,25,15245,15366,76.22500000000001,76.83,2
R,26,15354,15471,76.77,77.355,2
L,26,15450,15572,77.25,77.86,2
R,27,15561,15676,77.805,78.38,2
L,27,15667,15779,78.33500000000001,78.895,2
R,28,15769,15886,78.845,79.43,2
L,28,15879,15991,79.395,79.955,2
R,29,15981,16092,79.905,80.46000000000001,2
L,29,16087,16194,80.435,80.97,2
R,30,16181,16297,80.905,81.485,2
L,30,16277,16402,81.385,82.01,2
R,31,16390,16505,81.95,82.525,2
L,31,16500,16610,82.5,83.05,2
R,32,16594,16711,82.97,83.555,2
L,32,16703,16816,83.515,84.08,2
R,33,16801,16922,84.005,84.61,2
L,33,16914,17029,84.57000000000001,85.145,2
R,34,17013,17134,85.065,85.67,2
L,34,17126,17238,85.63,86.19,2
R,35,17228,17345,86.14,86.72500000000001,2
L,35,17336,17448,86.68,87.24,2
R,36,17434,17554,87.17,87.77,2
L,36,17533,17663,87.665,88.315,2
R,37,17647,17769,88.235,88.845,2
R,42,20154,20266,100.77,101.33,3
L,44,20247,20368,101.235,101.84,3
R,43,20357,20469,101.785,102.345,3
L,45,20459,20569,102.295,102.845,3
R,44,20558,20674,102.79,103.37,3
L,46,20654,20774,103.27,103.87,3
R,45,20764,20875,103.82000000000001,104.375,3
L,47,20869,20976,104.345,104.88,3
R,46,20965,21076,104.825,105.38,3
L,48,21069,21181,105.345,105.905,3
R,47,21172,21283,105.86,106.415,3
L,49,21265,21385,106.325,106.925,3
R,48,21373,21485,106.86500000000001,107.425,3
L,50,21466,21588,107.33,107.94,3
R,49,21578,21687,107.89,108.435,3
L,51,21678,21786,108.39,108.93,3
R,50,21776,21887,108.88,109.435,3
L,52,21879,21988,109.395,109.94,3
R,51,21978,22088,109.89,110.44,3
L,53,22081,22193,110.405,110.965,3
R,52,22184,22296,110.92,111.48,3
L,54,22289,22399,111.44500000000001,111.995,3
R,53,22385,22501,111.925,112.505,3
R,58,23953,24065,119.765,120.325,4
L,60,24059,24170,120.295,120.85000000000001,4
R,59,24159,24273,120.795,121.36500000000001,4
L,61,24266,24375,121.33,121.875,4
R,60,24367,24475,121.83500000000001,122.375,4
L,62,24469,24576,122.345,122.88,4
R,61,24567,24677,122.83500000000001,123.385,4
L,63,24661,24779,123.305,123.895,4
R,62,24771,24881,123.855,124.405,4
L,64,24874,24986,124.37,124.93,4
R,63,24975,25088,124.875,125.44,4
L,65,25070,25192,125.35000000000001,125.96000000000001,4
R,64,25178,25295,125.89,126.47500000000001,4
L,66,25277,25401,126.385,127.00500000000001,4
R,65,25388,25502,126.94,127.51,4
L,67,25484,25606,127.42,128.03,4
R,66,25594,25708,127.97,128.54,4
L,68,25701,25813,128.505,129.065,4
R,67,25802,25917,129.01,129.585,4
L,69,25897,26020,129.485,130.1,4
R,68,26009,26119,130.04500000000002,130.595,4
L,70,26111,26223,130.555,131.115,4
R,69,26208,26321,131.04,131.605,4
