Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,12,9828,9933,49.14,49.665,1
R,14,9922,10032,49.61,50.160000000000004,1
L,13,10025,10126,50.125,50.63,1
R,15,10119,10228,50.595,51.14,1
L,14,10222,10321,51.11,51.605000000000004,1
R,16,10314,10425,51.57,52.125,1
L,15,10417,10515,52.085,52.575,1
R,17,10507,10617,52.535000000000004,53.085,1
L,16,10609,10716,53.045,53.58,1
R,18,10707,10814,53.535000000000004,54.07,1
L,17,10808,10908,54.04,54.54,1
R,19,10900,11007,54.5,55.035000000000004,1
L,18,11002,11104,55.01,55.52,1
R,20,11097,11203,55.485,56.015,1
L,19,11199,11306,55.995000000000005,56.53,1
R,21,11295,11402,56.475,57.01,1
L,20,11392,11501,56.96,57.505,1
R,22,11491,11604,57.455,58.02,1
L,21,11597,11702,57.985,58.51,1
R,23,11694,11802,58.47,59.01,1
L,22,11794,11892,58.97,59.46,1
R,24,11887,11991,59.435,59.955,1
L,23,11985,12087,59.925000000000004,60.435,1
R,25,12081,12182,60.405,60.910000000000004,1
L,24,12176,12275,60.88,61.375,1
R,26,12270,12373,61.35,61.865,1
L,25,12366,12469,61.83,62.345,1
R,27,12450,12564,62.25,62.82,1
L,26,12559,12662,62.795,63.31,1
R,28,12655,12759,63.275,63.795,1
L,27,12754,12853,63.77,64.265,1
R,29,12845,12953,64.225,64.765,1
L,28,12947,13050,64.735,65.25,1
R,30,13041,13152,65.205,65.76,1
L,29,13145,13246,65.725,66.23,1
R,31,13238,13344,66.19,66.72,1
L,30,13337,13445,66.685,67.225,1
R,32,13437,13544,67.185,67.72,1
L,35,15394,15493,76.97,77.465,2
R,38,15484,15589,77.42,77.94500000000001,2
L,36,15583,15683,77.915,78.415,2
R,39,15678,15784,78.39,78.92,2
L,37,15777,15871,78.885,79.355,2
R,40,15865,15966,79.325,79.83,2
L,38,15964,16056,79.82000000000001,80.28,2
R,41,16051,16152,80.255,80.76,2
L,39,16148,16243,80.74,81.215,2
R,42,16236,16342,81.18,81.71000000000001,2
L,40,16338,16433,81.69,82.165,2
R,43,16427,16531,82.135,82.655,2
L,41,16525,16620,82.625,83.10000000000001,2
R,44,16607,16716,83.035,83.58,2
L,42,16712,16805,83.56,84.025,2
R,45,16799,16902,83.995,84.51,2
L,43,16897,16991,84.485,84.955,2
R,46,16986,17088,84.93,85.44,2
L,44,17085,17180,85.425,85.9,2
R,47,17176,17279,85.88,86.395,2
L,45,17274,17372,86.37,86.86,2
R,48,17354,17469,86.77,87.345,2
L,46,17464,17563,87.32000000000001,87.815,2
R,49,17557,17661,87.785,88.305,2
L,47,17657,17757,88.285,88.785,2
R,50,17751,17855,88.755,89.275,2
L,48,17850,17953,89.25,89.765,2
R,51,17947,18052,89.735,90.26,2
L,49,18047,18148,90.235,90.74,2
R,52,18142,18246,90.71000000000001,91.23,2
L,50,18242,18340,91.21000000000001,91.7,2
R,53,18335,18440,91.675,92.2,2
L,51,18434,18537,92.17,92.685,2
R,54,18529,18641,92.645,93.205,2
L,52,18632,18738,93.16,93.69,2
L,56,20789,20884,103.94500000000001,104.42,3
R,60,20877,20972,104.385,104.86,3
L,57,20970,21069,104.85000000000001,105.345,3
R,61,21064,21161,105.32000000000001,105.805,3
L,58,21158,21257,105.79,106.285,3
R,62,21251,21354,106.255,106.77,3
L,59,21349,21443,106.745,107.215,3
R,63,21436,21536,107.18,107.68,3
L,60,21532,21629,107.66,108.145,3
R,64,21623,21721,108.11500000000001,108.605,3
L,61,21719,21817,108.595,109.08500000000001,3
R,65,21812,21911,109.06,109.555,3
L,62,21908,22003,109.54,110.015,3
R,66,21987,22098,109.935,110.49000000000001,3
L,63,22094,22195,110.47,110.97500000000001,3
R,67,22190,22288,110.95,111.44,3
L,64,22285,22389,111.425,111.94500000000001,3
R,68,22368,22484,111.84,112.42,3
L,65,22480,22575,112.4,112.875,3
R,69,22569,22673,112.845,113.36500000000001,3
L,66,22670,22771,113.35000000000001,113.855,3
R,70,22764,22866,113.82000000000001,114.33,3
L,67,22863,22959,114.315,114.795,3
R,71,22956,23056,114.78,115.28,3
L,68,23052,23148,115.26,115.74000000000001,3
R,72,23143,23244,115.715,116.22,3
L,69,23242,23347,116.21000000000001,116.735,3
R,73,23339,23444,116.69500000000001,117.22,3
L,70,23440,23542,117.2,117.71000000000001,3
R,74,23535,23636,117.675,118.18,3
L,71,23633,23741,118.165,118.705,3
R,75,23718,23836,118.59,119.18,3
L,76,26833,26923,134.165,134.615,4
R,81,26918,27013,134.59,135.065,4
L,77,27012,27102,135.06,135.51,4
R,82,27099,27191,135.495,135.955,4
L,78,27189,27283,135.945,136.415,4
R,83,27278,27372,136.39000000000001,136.86,4
L,79,27370,27459,136.85,137.29500000000002,4
R,84,27455,27551,137.275,137.755,4
L,80,27545,27637,137.725,138.185,4
R,85,27635,27729,138.175,138.645,4
L,81,27726,27816,138.63,139.08,4
R,86,27812,27906,139.06,139.53,4
L,82,27905,27995,139.525,139.975,4
R,87,27993,28092,139.965,140.46,4
L,83,28089,28182,140.445,140.91,4
R,88,28176,28279,140.88,141.395,4
L,84,28274,28365,141.37,141.82500000000002,4
R,89,28361,28455,141.805,142.275,4
L,85,28451,28544,142.255,142.72,4
R,90,28541,28636,142.705,143.18,4
L,86,28632,28726,143.16,143.63,4
R,91,28722,28820,143.61,144.1,4
L,87,28818,28906,144.09,144.53,4
R,92,28902,28998,144.51,144.99,4
L,88,28994,29090,144.97,145.45000000000002,4
R,93,29086,29182,145.43,145.91,4
L,89,29181,29272,145.905,146.36,4
R,94,29268,29367,146.34,146.835,4
L,90,29361,29463,146.805,147.315,4
R,95,29456,29553,147.28,147.76500000000001,4
