Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,32,11009,,55.045,,14
R,33,11110,,55.550000000000004,,14
L,34,11213,,56.065,,14
R,35,11317,,56.585,,14
L,36,11423,,57.115,,14
R,37,11525,,57.625,,14
L,38,11629,,58.145,,14
R,39,11735,,58.675000000000004,,14
L,40,11841,,59.205,,14
R,41,11941,,59.705,,14
L,42,12045,,60.225,,14
R,43,12150,,60.75,,14
L,44,12262,,61.31,,14
R,45,12364,,61.82,,14
L,46,12468,,62.34,,14
R,47,12571,,62.855000000000004,,14
L,48,12673,,63.365,,14
R,49,12778,,63.89,,14
L,50,12878,,64.39,,14
R,51,12984,,64.92,,14
L,52,13093,,65.465,,14
R,53,13200,,66.0,,14
L,54,13307,,66.535,,14
R,55,13413,,67.065,,14
L,56,13518,,67.59,,14
R,57,13619,,68.095,,14
L,73,16368,,81.84,,17
R,74,16469,,82.345,,17
L,75,16575,,82.875,,17
R,76,16679,,83.395,,17
L,77,16778,,83.89,,17
R,78,16884,,84.42,,17
L,79,16986,,84.93,,17
R,80,17088,,85.44,,17
L,81,17193,,85.965,,17
R,82,17297,,86.485,,17
L,83,17400,,87.0,,17
R,84,17501,,87.505,,17
L,85,17607,,88.035,,17
R,86,17707,,88.535,,17
L,87,17811,,89.055,,17
R,88,17915,,89.575,,17
L,89,18012,,90.06,,17
R,90,18119,,90.595,,17
L,91,18225,,91.125,,17
R,92,18330,,91.65,,17
L,93,18438,,92.19,,17
R,94,18540,,92.7,,17
L,95,18646,,93.23,,17
R,96,18750,,93.75,,17
L,97,18858,,94.29,,17
R,98,18963,,94.815,,17
L,113,22150,,110.75,,19
R,114,22256,,111.28,,19
L,115,22363,,111.815,,19
R,116,22468,,112.34,,19
L,117,22572,,112.86,,19
R,118,22678,,113.39,,19
L,119,22781,,113.905,,19
R,120,22884,,114.42,,19
L,121,22990,,114.95,,19
R,122,23089,,115.44500000000001,,19
L,123,23193,,115.965,,19
R,124,23293,,116.465,,19
L,125,23394,,116.97,,19
R,126,23497,,117.485,,19
L,127,23600,,118.0,,19
R,128,23702,,118.51,,19
L,129,23802,,119.01,,19
R,130,23904,,119.52,,19
L,131,24009,,120.045,,19
R,132,24108,,120.54,,19
L,133,24213,,121.065,,19
R,134,24315,,121.575,,19
L,135,24423,,122.11500000000001,,19
R,136,24526,,122.63,,19
L,137,24630,,123.15,,19
R,138,24734,,123.67,,19
L,139,24841,,124.205,,19
L,154,29073,,145.365,,21
R,155,29179,,145.895,,21
L,156,29286,,146.43,,21
R,157,29390,,146.95000000000002,,21
L,158,29495,,147.475,,21
R,159,29599,,147.995,,21
L,160,29708,,148.54,,21
R,161,29812,,149.06,,21
L,162,29918,,149.59,,21
R,163,30023,,150.115,,21
L,164,30129,,150.645,,21
R,165,30232,,151.16,,21
L,166,30339,,151.695,,21
R,167,30446,,152.23,,21
L,168,30552,,152.76,,21
R,169,30655,,153.275,,21
L,170,30762,,153.81,,21
R,171,30869,,154.345,,21
L,172,30973,,154.865,,21
R,173,31079,,155.395,,21
L,174,31187,,155.935,,21
R,175,31292,,156.46,,21
L,176,31401,,157.005,,21
R,177,31506,,157.53,,21
L,178,31612,,158.06,,21
R,179,31715,,158.57500000000002,,21
