time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,-2.491,7.137,6.323,-0.0,3.114,7.041,-6.035,0.0,-3.02,7.334,-6.615,46.921,41.056,0.0
0.005,-2.395,7.137,6.275,-5.865,3.114,7.089,-6.083,0.0,-2.876,7.334,-6.615,46.921,41.056,0.0
0.01,-2.395,7.089,6.275,-0.0,3.161,7.185,-6.035,0.0,-3.02,7.478,-6.615,46.921,41.056,0.0
0.015,-2.491,7.329,6.323,-0.0,3.114,7.185,-6.035,0.0,-2.732,7.19,-6.471,46.921,41.056,5.865
0.02,-2.347,7.329,6.371,-5.865,3.114,7.233,-6.083,0.0,-2.876,7.19,-6.471,41.056,41.056,5.865
0.025,-2.347,7.281,6.371,-5.865,3.018,7.233,-6.131,0.0,-2.732,7.19,-6.327,46.921,41.056,5.865
0.03,-2.491,7.329,6.323,-5.865,3.018,7.281,-6.131,0.0,-2.732,7.19,-6.327,46.921,41.056,5.865
0.035,-2.395,7.329,6.323,-5.865,3.161,7.281,-6.083,0.0,-2.876,7.19,-6.327,46.921,41.056,5.865
0.04,-2.443,7.329,6.371,-0.0,3.114,7.329,-6.083,0.0,-2.732,7.19,-6.183,41.056,41.056,5.865
0.045,-2.347,7.233,6.275,-5.865,3.066,7.281,-6.083,0.0,-2.876,7.19,-6.327,46.921,41.056,5.865
0.05,-2.347,7.137,6.179,-0.0,3.018,7.185,-5.988,0.0,-2.732,7.19,-6.327,41.056,41.056,5.865
0.055,-2.395,7.137,6.083,-0.0,3.018,7.185,-5.892,0.0,-2.588,7.046,-6.183,41.056,41.056,5.865
