Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
R,8,13049,13161,65.245,65.805,1
L,12,13154,13268,65.77,66.34,1
R,9,13254,13360,66.27,66.8,1
L,13,13354,13469,66.77,67.345,1
R,10,13453,13564,67.265,67.82000000000001,1
L,14,13557,13675,67.785,68.375,1
R,11,13663,13765,68.315,68.825,1
L,15,13761,13881,68.805,69.405,1
R,12,13866,13976,69.33,69.88,1
L,16,13969,14089,69.845,70.44500000000001,1
R,13,14074,14180,70.37,70.9,1
L,17,14175,14290,70.875,71.45,1
R,14,14280,14385,71.4,71.925,1
L,18,14380,14495,71.9,72.47500000000001,1
R,15,14480,14594,72.4,72.97,1
L,19,14588,14705,72.94,73.525,1
R,16,14691,14804,73.455,74.02,1
L,20,14798,14917,73.99,74.58500000000001,1
R,17,14899,15011,74.495,75.055,1
L,21,15005,15123,75.025,75.615,1
R,18,15106,15219,75.53,76.095,1
L,22,15213,15331,76.065,76.655,1
R,19,15319,15430,76.595,77.15,1
L,23,15424,15534,77.12,77.67,1
R,20,15520,15635,77.60000000000001,78.175,1
L,24,15630,15744,78.15,78.72,1
R,21,15729,15847,78.645,79.235,1
L,25,15838,15957,79.19,79.785,1
R,22,15940,16058,79.7,80.29,1
R,27,19696,19807,98.48,99.035,2
L,32,19800,19916,99.0,99.58,2
R,28,19903,20012,99.515,100.06,2
L,33,20006,20116,100.03,100.58,2
R,29,20104,20213,100.52,101.065,2
L,34,20207,20317,101.035,101.58500000000001,2
R,30,20306,20413,101.53,102.065,2
L,35,20407,20521,102.035,102.605,2
R,31,20509,20619,102.545,103.095,2
L,36,20613,20728,103.065,103.64,2
R,32,20717,20826,103.58500000000001,104.13,2
L,37,20819,20932,104.095,104.66,2
R,33,20921,21027,104.605,105.135,2
L,38,21022,21137,105.11,105.685,2
R,34,21123,21233,105.61500000000001,106.165,2
L,39,21227,21343,106.135,106.715,2
R,35,21329,21440,106.645,107.2,2
L,40,21432,21547,107.16,107.735,2
R,36,21533,21647,107.665,108.235,2
L,41,21641,21758,108.205,108.79,2
R,37,21743,21860,108.715,109.3,2
L,42,21853,21968,109.265,109.84,2
R,38,21954,22064,109.77,110.32000000000001,2
L,43,22057,22174,110.285,110.87,2
R,39,22160,22274,110.8,111.37,2
L,44,22267,22388,111.33500000000001,111.94,2
R,40,22372,22489,111.86,112.44500000000001,2
R,44,24977,25089,124.885,125.44500000000001,3
L,50,25084,25194,125.42,125.97,3
R,45,25182,25290,125.91,126.45,3
L,51,25285,25394,126.425,126.97,3
R,46,25382,25496,126.91,127.48,3
L,52,25490,25602,127.45,128.01,3
R,47,25593,25702,127.965,128.51,3
L,53,25696,25808,128.48,129.04,3
R,48,25798,25905,128.99,129.525,3
L,54,25900,26012,129.5,130.06,3
R,49,26000,26109,130.0,130.54500000000002,3
L,55,26104,26219,130.52,131.095,3
R,50,26207,26315,131.035,131.575,3
L,56,26310,26421,131.55,132.105,3
R,51,26409,26521,132.04500000000002,132.605,3
L,57,26515,26629,132.575,133.145,3
R,52,26620,26728,133.1,133.64000000000001,3
L,58,26723,26837,133.615,134.185,3
R,53,26826,26933,134.13,134.665,3
L,59,26927,27043,134.635,135.215,3
R,54,27030,27140,135.15,135.7,3
L,60,27135,27253,135.675,136.26500000000001,3
R,55,27240,27350,136.2,136.75,3
L,61,27344,27460,136.72,137.3,3
R,56,27448,27559,137.24,137.79500000000002,3
L,62,27553,27669,137.76500000000001,138.345,3
R,61,30105,30216,150.525,151.08,4
L,67,30210,30330,151.05,151.65,4
R,62,30315,30429,151.57500000000002,152.145,4
L,68,30424,30537,152.12,152.685,4
R,63,30525,30637,152.625,153.185,4
L,69,30631,30741,153.155,153.705,4
R,64,30729,30844,153.645,154.22,4
L,70,30839,30953,154.195,154.76500000000001,4
R,65,30940,31051,154.70000000000002,155.255,4
L,71,31046,31166,155.23,155.83,4
R,66,31153,31263,155.76500000000001,156.315,4
L,72,31257,31380,156.285,156.9,4
R,67,31367,31484,156.835,157.42000000000002,4
L,73,31477,31595,157.385,157.975,4
R,68,31585,31698,157.925,158.49,4
L,74,31691,31813,158.455,159.065,4
R,69,31800,31910,159.0,159.55,4
L,75,31904,32025,159.52,160.125,4
R,70,32013,32127,160.065,160.635,4
L,76,32120,32245,160.6,161.225,4
R,71,32229,32346,161.145,161.73,4
L,77,32340,32462,161.70000000000002,162.31,4
R,72,32448,32566,162.24,162.83,4
L,78,32559,32685,162.79500000000002,163.425,4
R,73,32667,32789,163.335,163.945,4
L,79,32782,32913,163.91,164.565,4
R,74,32895,33011,164.475,165.055,4
