Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,41,13148,,65.74,,13
R,42,13248,,66.24,,13
L,43,13348,,66.74,,13
R,44,13448,,67.24,,13
L,45,13552,,67.76,,13
R,46,13656,,68.28,,13
L,47,13756,,68.78,,13
R,48,13860,,69.3,,13
L,49,13964,,69.82000000000001,,13
R,50,14067,,70.33500000000001,,13
L,51,14169,,70.845,,13
R,52,14273,,71.365,,13
L,53,14374,,71.87,,13
R,54,14476,,72.38,,13
L,55,14582,,72.91,,13
R,56,14685,,73.425,,13
L,57,14793,,73.965,,13
R,58,14895,,74.47500000000001,,13
L,59,14998,,74.99,,13
R,60,15101,,75.505,,13
L,61,15207,,76.035,,13
R,62,15313,,76.565,,13
L,63,15418,,77.09,,13
R,64,15516,,77.58,,13
L,65,15623,,78.115,,13
L,87,19794,,98.97,,16
R,88,19897,,99.485,,16
L,89,20000,,100.0,,16
R,90,20099,,100.495,,16
L,91,20201,,101.005,,16
R,92,20300,,101.5,,16
L,93,20401,,102.005,,16
R,94,20503,,102.515,,16
L,95,20607,,103.035,,16
R,96,20712,,103.56,,16
L,97,20813,,104.065,,16
R,98,20915,,104.575,,16
L,99,21015,,105.075,,16
R,100,21118,,105.59,,16
L,101,21220,,106.10000000000001,,16
R,102,21324,,106.62,,16
L,103,21426,,107.13,,16
R,104,21527,,107.635,,16
L,105,21634,,108.17,,16
R,106,21738,,108.69,,16
L,107,21846,,109.23,,16
R,108,21951,,109.755,,16
L,109,22051,,110.255,,16
R,110,22155,,110.775,,16
L,111,22260,,111.3,,16
R,112,22365,,111.825,,16
L,113,22474,,112.37,,16
L,127,25079,,125.395,,17
R,128,25177,,125.885,,17
L,129,25279,,126.395,,17
R,130,25374,,126.87,,17
L,131,25485,,127.425,,17
R,132,25587,,127.935,,17
L,133,25691,,128.455,,17
R,134,25791,,128.955,,17
L,135,25895,,129.475,,17
R,136,25995,,129.975,,17
L,137,26098,,130.49,,17
R,138,26202,,131.01,,17
L,139,26304,,131.52,,17
R,140,26405,,132.025,,17
L,141,26509,,132.54500000000002,,17
R,142,26614,,133.07,,17
L,143,26717,,133.585,,17
R,144,26821,,134.105,,17
L,145,26921,,134.605,,17
R,146,27025,,135.125,,17
L,147,27128,,135.64000000000001,,17
R,148,27234,,136.17000000000002,,17
L,149,27337,,136.685,,17
R,150,27442,,137.21,,17
L,151,27547,,137.735,,17
L,165,30204,,151.02,,18
R,166,30310,,151.55,,18
L,167,30417,,152.085,,18
R,168,30519,,152.595,,18
L,169,30624,,153.12,,18
R,170,30726,,153.63,,18
L,171,30832,,154.16,,18
R,172,30936,,154.68,,18
L,173,31041,,155.205,,18
R,174,31146,,155.73,,18
L,175,31251,,156.255,,18
R,176,31361,,156.805,,18
L,177,31471,,157.355,,18
R,178,31579,,157.895,,18
L,179,31685,,158.425,,18
R,180,31795,,158.975,,18
L,181,31897,,159.485,,18
R,182,32008,,160.04,,18
L,183,32113,,160.565,,18
R,184,32224,,161.12,,18
L,185,32333,,161.665,,18
R,186,32441,,162.205,,18
L,187,32553,,162.76500000000001,,18
R,188,32661,,163.305,,18
L,189,32775,,163.875,,18
R,190,32888,,164.44,,18
