25269,25386
25409,25505
25510,25624
25646,25749
25740,25858
25885,25999
25985,26100
26132,26214
26226,26346
26371,26459
26465,26577
26607,26696
26702,26823
26854,26971
26950,27069
27102,27190
27196,27318
27354,27444
27446,27576
27610,27698
27703,27821
27849,27975
27946,28064
