Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
R,5,1679,1728,8.395,8.64,1
L,15,12781,12905,63.905,64.525,3
R,16,12895,13012,64.475,65.06,3
L,16,13001,13122,65.005,65.61,3
R,17,13113,13227,65.565,66.135,3
L,17,13211,13336,66.055,66.68,3
R,18,13324,13447,66.62,67.235,3
L,18,13431,13554,67.155,67.77,3
R,19,13540,13651,67.7,68.255,3
L,19,13639,13760,68.19500000000001,68.8,3
R,20,13750,13860,68.75,69.3,3
L,20,13844,13971,69.22,69.855,3
R,21,13961,14074,69.805,70.37,3
L,21,14060,14178,70.3,70.89,3
R,22,14171,14283,70.855,71.415,3
L,22,14272,14395,71.36,71.97500000000001,3
R,23,14383,14503,71.915,72.515,3
L,23,14488,14611,72.44,73.055,3
R,24,14598,14717,72.99,73.58500000000001,3
L,24,14702,14820,73.51,74.10000000000001,3
R,25,14807,14920,74.035,74.60000000000001,3
L,25,14907,15034,74.535,75.17,3
R,26,15021,15139,75.105,75.69500000000001,3
L,26,15124,15249,75.62,76.245,3
R,27,15238,15352,76.19,76.76,3
L,27,15337,15464,76.685,77.32000000000001,3
R,28,15450,15566,77.25,77.83,3
L,28,15550,15681,77.75,78.405,3
R,29,15663,15791,78.315,78.955,3
L,29,15766,15901,78.83,79.505,3
R,30,15886,16015,79.43,80.075,3
L,30,15995,16126,79.97500000000001,80.63,3
R,31,16110,16235,80.55,81.175,3
L,31,16215,16351,81.075,81.755,3
R,32,16334,16455,81.67,82.275,3
L,32,16435,16563,82.175,82.815,3
R,37,19724,19834,98.62,99.17,4
L,38,19819,19935,99.095,99.675,4
R,38,19926,20029,99.63,100.145,4
L,39,20018,20133,100.09,100.665,4
R,39,20128,20234,100.64,101.17,4
L,40,20224,20337,101.12,101.685,4
R,40,20326,20435,101.63,102.175,4
L,41,20421,20534,102.105,102.67,4
R,41,20526,20642,102.63,103.21000000000001,4
L,42,20628,20742,103.14,103.71000000000001,4
R,42,20733,20846,103.665,104.23,4
L,43,20830,20947,104.15,104.735,4
R,43,20937,21050,104.685,105.25,4
L,44,21031,21150,105.155,105.75,4
R,44,21144,21255,105.72,106.275,4
L,45,21241,21361,106.205,106.805,4
R,45,21351,21471,106.755,107.355,4
L,46,21452,21570,107.26,107.85000000000001,4
R,46,21561,21677,107.805,108.385,4
L,47,21661,21781,108.305,108.905,4
R,47,21772,21882,108.86,109.41,4
L,48,21871,21989,109.355,109.94500000000001,4
R,48,21980,22092,109.9,110.46000000000001,4
L,49,22078,22195,110.39,110.97500000000001,4
R,49,22187,22302,110.935,111.51,4
L,50,22285,22405,111.425,112.025,4
R,50,22392,22509,111.96000000000001,112.545,4
L,51,22492,22612,112.46000000000001,113.06,4
R,51,22602,22720,113.01,113.60000000000001,4
L,52,22703,22826,113.515,114.13,4
R,52,22815,22934,114.075,114.67,4
L,53,22920,23041,114.60000000000001,115.205,4
R,57,25550,25658,127.75,128.29,5
L,58,25642,25755,128.21,128.775,5
R,58,25748,25852,128.74,129.26,5
L,59,25839,25954,129.195,129.77,5
R,59,25946,26056,129.73,130.28,5
L,60,26041,26158,130.205,130.79,5
R,60,26148,26257,130.74,131.285,5
L,61,26243,26358,131.215,131.79,5
R,61,26351,26460,131.755,132.3,5
L,62,26446,26556,132.23,132.78,5
R,62,26548,26652,132.74,133.26,5
L,63,26640,26755,133.2,133.775,5
R,63,26745,26859,133.725,134.29500000000002,5
L,64,26842,26957,134.21,134.785,5
R,64,26949,27059,134.745,135.29500000000002,5
L,65,27045,27156,135.225,135.78,5
R,65,27147,27263,135.735,136.315,5
L,66,27245,27360,136.225,136.8,5
R,66,27349,27465,136.745,137.32500000000002,5
L,67,27450,27569,137.25,137.845,5
R,67,27561,27673,137.805,138.365,5
L,68,27657,27773,138.285,138.865,5
R,68,27761,27878,138.805,139.39000000000001,5
L,69,27862,27979,139.31,139.895,5
R,69,27969,28083,139.845,140.415,5
L,70,28067,28186,140.335,140.93,5
R,70,28175,28287,140.875,141.435,5
L,71,28271,28389,141.355,141.945,5
R,71,28376,28494,141.88,142.47,5
L,72,28480,28601,142.4,143.005,5
R,72,28588,28706,142.94,143.53,5
L,73,28687,28806,143.435,144.03,5
R,77,31261,31362,156.305,156.81,6
L,78,31349,31462,156.745,157.31,6
R,78,31457,31558,157.285,157.79,6
L,79,31546,31657,157.73,158.285,6
R,79,31650,31756,158.25,158.78,6
L,80,31741,31849,158.705,159.245,6
R,80,31842,31948,159.21,159.74,6
L,81,31935,32048,159.675,160.24,6
R,81,32042,32150,160.21,160.75,6
L,82,32132,32249,160.66,161.245,6
R,82,32240,32348,161.20000000000002,161.74,6
L,83,32334,32445,161.67000000000002,162.225,6
R,83,32438,32546,162.19,162.73,6
L,84,32528,32641,162.64000000000001,163.205,6
R,84,32632,32742,163.16,163.71,6
L,85,32731,32845,163.655,164.225,6
R,85,32836,32941,164.18,164.705,6
L,86,32928,33041,164.64000000000001,165.205,6
R,86,33032,33141,165.16,165.705,6
L,87,33124,33237,165.62,166.185,6
R,87,33231,33345,166.155,166.725,6
L,88,33329,33447,166.645,167.235,6
R,88,33435,33548,167.175,167.74,6
L,89,33531,33645,167.655,168.225,6
R,89,33633,33747,168.165,168.735,6
L,90,33728,33839,168.64000000000001,169.195,6
R,90,33828,33939,169.14000000000001,169.695,6
L,91,33926,34041,169.63,170.205,6
R,91,34029,34142,170.145,170.71,6
L,92,34127,34243,170.635,171.215,6
R,92,34235,34350,171.175,171.75,6
L,93,34332,34452,171.66,172.26,6
