Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
L,28,12988,,64.94,,12
R,29,13098,,65.49,,12
L,30,13202,,66.01,,12
R,31,13310,,66.55,,12
L,32,13420,,67.1,,12
R,33,13527,,67.635,,12
L,34,13629,,68.145,,12
R,35,13735,,68.675,,12
L,36,13837,,69.185,,12
R,37,13947,,69.735,,12
L,38,14049,,70.245,,12
R,39,14155,,70.775,,12
L,40,14252,,71.26,,12
R,41,14369,,71.845,,12
L,42,14475,,72.375,,12
R,43,14583,,72.915,,12
L,44,14691,,73.455,,12
R,45,14794,,73.97,,12
L,46,14897,,74.485,,12
R,47,15008,,75.04,,12
L,48,15112,,75.56,,12
R,49,15223,,76.115,,12
L,50,15325,,76.625,,12
R,51,15436,,77.18,,12
L,52,15537,,77.685,,12
R,53,15650,,78.25,,12
L,54,15759,,78.795,,12
R,55,15872,,79.36,,12
L,56,15983,,79.915,,12
L,73,19810,,99.05,,15
R,74,19911,,99.555,,15
L,75,20009,,100.045,,15
R,76,20113,,100.565,,15
L,77,20213,,101.065,,15
R,78,20311,,101.555,,15
L,79,20412,,102.06,,15
R,80,20514,,102.57000000000001,,15
L,81,20617,,103.08500000000001,,15
R,82,20719,,103.595,,15
L,83,20812,,104.06,,15
R,84,20923,,104.61500000000001,,15
L,85,21013,,105.065,,15
R,86,21129,,105.645,,15
L,87,21228,,106.14,,15
R,88,21337,,106.685,,15
L,89,21439,,107.19500000000001,,15
R,90,21546,,107.73,,15
L,91,21650,,108.25,,15
R,92,21758,,108.79,,15
L,93,21860,,109.3,,15
R,94,21965,,109.825,,15
L,95,22068,,110.34,,15
R,96,22173,,110.86500000000001,,15
L,97,22275,,111.375,,15
R,98,22379,,111.895,,15
L,99,22482,,112.41,,15
R,115,25734,,128.67000000000002,,18
L,116,25830,,129.15,,18
R,117,25931,,129.655,,18
L,118,26025,,130.125,,18
R,119,26133,,130.665,,18
L,120,26234,,131.17000000000002,,18
R,121,26337,,131.685,,18
L,122,26425,,132.125,,18
R,123,26534,,132.67000000000002,,18
L,124,26631,,133.155,,18
R,125,26732,,133.66,,18
L,126,26823,,134.115,,18
R,127,26934,,134.67000000000002,,18
L,128,27036,,135.18,,18
R,129,27134,,135.67000000000002,,18
L,130,27232,,136.16,,18
R,131,27336,,136.68,,18
L,132,27441,,137.205,,18
R,133,27546,,137.73,,18
L,134,27647,,138.235,,18
R,135,27746,,138.73,,18
L,136,27851,,139.255,,18
R,137,27955,,139.775,,18
L,138,28054,,140.27,,18
R,139,28160,,140.8,,18
L,140,28253,,141.26500000000001,,18
R,155,31441,,157.205,,20
L,156,31534,,157.67000000000002,,20
R,157,31635,,158.175,,20
L,158,31725,,158.625,,20
R,159,31825,,159.125,,20
L,160,31925,,159.625,,20
R,161,32027,,160.135,,20
L,162,32122,,160.61,,20
R,163,32225,,161.125,,20
L,164,32326,,161.63,,20
R,165,32424,,162.12,,20
L,166,32517,,162.585,,20
R,167,32619,,163.095,,20
L,168,32717,,163.585,,20
R,169,32821,,164.105,,20
L,170,32918,,164.59,,20
R,171,33018,,165.09,,20
L,172,33112,,165.56,,20
R,173,33215,,166.07500000000002,,20
L,174,33319,,166.595,,20
R,175,33422,,167.11,,20
L,176,33517,,167.585,,20
R,177,33621,,168.105,,20
L,178,33712,,168.56,,20
R,179,33817,,169.085,,20
L,180,33909,,169.54500000000002,,20
