time_aligned_sec,L_Acc_X_aligned,L_Acc_Y_aligned,L_Acc_Z_aligned,L_Gyro_Z_aligned,R_Acc_X_aligned,R_Acc_Y_aligned,R_Acc_Z_aligned,R_Gyro_Z_aligned,T_Acc_X_aligned,T_Acc_Y_aligned,T_Acc_Z_aligned,T_Gyro_X_aligned,T_Gyro_Y_aligned,T_Gyro_Z_aligned
0.0,3.976,7.76,-4.694,70.381,-3.832,7.329,5.03,64.516,-4.458,6.759,-5.033,99.707,-17.595,64.516
0.005,4.024,7.999,-4.694,70.381,-3.832,7.568,5.03,64.516,-4.458,7.046,-5.177,99.707,-17.595,64.516
0.01,3.976,8.095,-4.646,70.381,-3.832,7.712,4.982,64.516,-4.458,7.19,-5.033,99.707,-17.595,64.516
0.015,3.976,8.143,-4.646,64.516,-3.784,7.76,4.982,64.516,-4.458,7.334,-5.033,99.707,-17.595,64.516
0.02,3.88,8.047,-4.646,64.516,-3.784,7.808,4.934,64.516,-4.458,7.334,-5.033,99.707,-17.595,64.516
0.025,3.832,7.999,-4.742,64.516,-3.736,7.856,4.982,64.516,-4.314,7.478,-5.033,105.572,-11.73,64.516
0.03,3.784,7.951,-4.742,64.516,-3.688,7.856,5.03,64.516,-4.314,7.621,-5.033,105.572,-11.73,64.516
0.035,3.688,7.904,-4.742,58.651,-3.64,7.904,5.077,58.651,-4.314,7.765,-5.033,105.572,-11.73,64.516
0.04,3.688,7.951,-4.742,58.651,-3.593,7.951,5.077,58.651,-4.314,7.909,-5.177,105.572,-11.73,58.651
0.045,3.64,7.808,-4.79,58.651,-3.593,7.856,5.077,58.651,-4.314,7.909,-5.177,105.572,-11.73,58.651
0.05,3.64,7.76,-4.886,58.651,-3.545,7.712,5.173,58.651,-4.314,7.765,-5.177,99.707,-11.73,58.651
0.055,3.688,7.616,-4.934,52.786,-3.449,7.568,5.221,52.786,-4.17,7.621,-5.177,99.707,-11.73,52.786
0.06,3.688,7.472,-5.03,52.786,-3.497,7.425,5.269,52.786,-4.026,7.334,-5.321,99.707,-11.73,52.786
0.065,3.736,7.472,-5.03,52.786,-3.449,7.329,5.365,52.786,-4.026,7.19,-5.321,99.707,-11.73,52.786
0.07,3.928,7.568,-5.125,52.786,-3.497,7.281,5.413,52.786,-4.026,7.046,-5.464,99.707,-5.865,52.786
0.075,3.784,7.377,-5.221,52.786,-3.449,7.425,5.509,52.786,-4.026,7.046,-5.464,99.707,-5.865,52.786
0.08,3.736,7.329,-5.125,46.921,-3.353,7.76,5.509,52.786,-3.739,7.334,-5.608,99.707,0.0,52.786
0.085,3.736,7.52,-4.982,46.921,-3.305,7.951,5.413,46.921,-3.739,8.053,-5.608,99.707,0.0,46.921
0.09,3.688,7.712,-4.886,41.056,-3.305,8.095,5.317,46.921,-3.739,8.34,-5.464,93.842,5.865,46.921
0.095,3.64,7.904,-4.742,41.056,-3.209,8.191,5.173,41.056,-3.739,8.484,-5.464,87.977,5.865,46.921
0.1,3.497,7.808,-4.646,35.191,-3.209,8.335,5.03,35.191,-3.595,8.484,-5.321,82.111,11.73,41.056
0.105,3.257,7.712,-4.503,29.326,-3.066,8.383,4.982,35.191,-3.739,8.628,-5.177,70.381,17.595,35.191
0.11,3.209,7.808,-4.311,29.326,-3.018,8.383,4.838,29.326,-3.595,8.772,-5.033,64.516,17.595,29.326
0.115,3.257,7.904,-4.167,23.46,-3.066,8.383,4.646,29.326,-3.739,8.916,-5.033,58.651,23.46,29.326
0.12,3.161,7.904,-4.072,23.46,-3.066,8.335,4.503,23.46,-3.739,8.772,-4.745,46.921,23.46,23.46
0.125,2.97,7.904,-3.976,17.595,-2.97,8.191,4.455,17.595,-3.739,8.628,-4.602,41.056,23.46,23.46
0.13,2.922,7.951,-3.88,17.595,-2.922,7.999,4.359,17.595,-3.739,8.34,-4.458,29.326,23.46,17.595
0.135,2.922,7.999,-3.832,11.73,-2.874,7.856,4.263,17.595,-3.739,8.053,-4.458,29.326,23.46,17.595
0.14,2.826,7.904,-3.832,11.73,-2.874,7.664,4.215,11.73,-3.595,7.765,-4.314,23.46,23.46,11.73
0.145,2.635,7.808,-3.88,11.73,-2.73,7.425,4.215,11.73,-3.595,7.334,-4.314,23.46,29.326,11.73
0.15,2.491,7.712,-3.88,17.595,-2.587,7.233,4.263,17.595,-3.451,7.046,-4.314,23.46,23.46,11.73
0.155,2.443,7.664,-3.832,23.46,-2.539,7.137,4.263,17.595,-3.307,6.759,-4.314,29.326,23.46,11.73
0.16,2.395,7.616,-3.784,29.326,-2.443,7.089,4.263,23.46,-3.307,6.615,-4.314,29.326,23.46,17.595
0.165,2.347,7.52,-3.736,29.326,-2.443,7.041,4.167,29.326,-3.164,6.471,-4.314,35.191,23.46,23.46
0.17,2.347,7.425,-3.688,35.191,-2.443,6.993,4.119,35.191,-3.164,6.471,-4.314,41.056,23.46,23.46
0.17500000000000002,2.299,7.472,-3.688,41.056,-2.395,7.041,4.072,41.056,-3.164,6.615,-4.17,46.921,23.46,35.191
0.18,2.347,7.568,-3.64,46.921,-2.347,7.089,4.072,46.921,-3.164,6.615,-4.17,52.786,23.46,35.191
0.185,2.347,7.664,-3.64,52.786,-2.299,7.137,4.024,46.921,-3.02,6.759,-4.17,58.651,23.46,41.056
0.19,2.347,7.808,-3.64,52.786,-2.203,7.233,4.024,52.786,-3.02,6.759,-4.17,58.651,17.595,46.921
0.195,2.299,7.951,-3.64,58.651,-2.108,7.329,4.024,58.651,-2.876,6.759,-4.17,64.516,17.595,52.786
0.2,2.251,8.191,-3.593,64.516,-1.964,7.472,4.024,58.651,-2.732,6.902,-4.026,70.381,17.595,52.786
0.20500000000000002,2.108,8.383,-3.593,64.516,-1.772,7.664,3.928,64.516,-2.445,7.046,-4.026,76.246,17.595,58.651
0.21,1.964,8.574,-3.497,70.381,-1.533,7.951,3.88,64.516,-2.157,7.19,-4.026,76.246,23.46,58.651
0.215,1.772,8.814,-3.305,70.381,-1.389,8.335,3.736,70.381,-1.869,7.621,-3.883,82.111,23.46,64.516
0.22,1.437,9.197,-3.114,76.246,-1.198,8.766,3.593,70.381,-1.726,8.197,-3.883,87.977,29.326,70.381
0.225,1.054,9.484,-2.826,70.381,-0.91,9.245,3.353,76.246,-1.726,8.628,-3.595,93.842,35.191,70.381
0.23,0.671,9.532,-2.299,70.381,-0.719,9.58,3.018,70.381,-1.582,9.203,-3.451,93.842,41.056,70.381
0.23500000000000001,0.431,9.628,-1.82,70.381,-0.479,9.772,2.491,70.381,-1.582,9.635,-3.02,93.842,41.056,70.381
0.24,0.096,9.724,-1.485,64.516,-0.335,9.963,2.012,70.381,-1.438,10.066,-2.588,93.842,41.056,70.381
0.245,0.0,9.867,-1.293,64.516,-0.192,10.059,1.772,70.381,-1.438,10.21,-2.157,93.842,41.056,70.381
0.25,-0.048,9.867,-1.198,58.651,-0.048,10.155,1.629,64.516,-1.294,10.354,-1.869,87.977,41.056,64.516
0.255,-0.144,9.772,-1.15,58.651,-0.048,10.155,1.533,58.651,-1.294,10.354,-1.726,87.977,35.191,58.651
0.26,-0.144,9.724,-1.102,52.786,0.048,10.107,1.437,58.651,-1.294,10.497,-1.582,82.111,35.191,58.651
0.265,-0.192,9.676,-0.958,52.786,0.048,10.011,1.437,52.786,-1.15,10.354,-1.438,82.111,29.326,52.786
0.27,-0.144,9.724,-0.814,46.921,0.048,9.963,1.293,52.786,-1.15,10.354,-1.438,76.246,23.46,52.786
0.275,-0.096,9.772,-0.766,46.921,0.096,9.772,1.102,46.921,-1.15,10.21,-1.294,76.246,23.46,46.921
0.28,-0.144,9.628,-0.862,41.056,0.096,9.628,1.15,46.921,-1.007,9.778,-1.15,70.381,17.595,46.921
0.28500000000000003,-0.192,9.388,-1.006,41.056,0.24,9.436,1.245,41.056,-1.007,9.635,-1.15,70.381,11.73,41.056
0.29,0.0,9.341,-1.15,46.921,0.335,9.245,1.437,41.056,-0.719,9.347,-1.294,70.381,11.73,41.056
0.295,0.192,9.436,-1.198,46.921,0.192,9.197,1.533,41.056,-0.575,9.203,-1.438,70.381,5.865,41.056
0.3,0.096,9.388,-1.102,46.921,0.192,9.293,1.485,46.921,-0.575,9.203,-1.582,76.246,5.865,41.056
0.305,-0.144,9.436,-1.054,46.921,0.287,9.388,1.437,46.921,-0.575,9.347,-1.582,76.246,5.865,46.921
0.31,-0.144,9.532,-0.862,46.921,0.383,9.58,1.389,46.921,-0.431,9.491,-1.438,76.246,11.73,46.921
0.315,-0.192,9.628,-0.719,46.921,0.431,9.724,1.198,46.921,-0.575,9.778,-1.438,76.246,11.73,46.921
0.32,-0.335,9.628,-0.623,46.921,0.383,9.867,1.054,46.921,-0.431,9.922,-1.294,76.246,11.73,46.921
0.325,-0.527,9.676,-0.575,41.056,0.479,9.915,0.958,41.056,-0.575,10.21,-1.007,76.246,11.73,41.056
0.33,-0.575,9.82,-0.431,35.191,0.575,9.963,0.91,41.056,-0.575,10.21,-1.007,76.246,11.73,41.056
0.335,-0.431,9.867,-0.24,35.191,0.479,10.011,0.719,35.191,-0.575,10.21,-1.007,70.381,5.865,41.056
0.34,-0.287,9.82,-0.096,35.191,0.383,10.011,0.527,35.191,-0.719,10.21,-0.863,70.381,5.865,35.191
0.34500000000000003,-0.479,9.772,-0.144,29.326,0.383,9.915,0.479,29.326,-0.719,10.21,-0.575,70.381,5.865,35.191
0.35000000000000003,-0.383,9.676,-0.24,29.326,0.479,9.82,0.527,29.326,-0.719,10.066,-0.575,64.516,0.0,29.326
0.355,-0.192,9.58,-0.335,23.46,0.431,9.724,0.623,23.46,-0.575,9.922,-0.575,64.516,0.0,29.326
0.36,-0.048,9.484,-0.383,23.46,0.383,9.58,0.719,23.46,-0.575,9.778,-0.719,64.516,-5.865,23.46
0.365,-0.096,9.341,-0.383,23.46,0.383,9.484,0.766,23.46,-0.431,9.635,-0.719,64.516,-5.865,23.46
0.37,-0.192,9.341,-0.287,23.46,0.479,9.388,0.719,23.46,-0.431,9.635,-0.863,64.516,-5.865,23.46
0.375,-0.287,9.388,-0.096,23.46,0.575,9.436,0.575,23.46,-0.288,9.635,-0.719,64.516,-5.865,23.46
0.38,-0.383,9.388,0.144,23.46,0.623,9.436,0.383,23.46,-0.144,9.635,-0.719,64.516,0.0,17.595
0.385,-0.479,9.341,0.383,23.46,0.671,9.388,0.192,23.46,0.0,9.635,-0.431,64.516,0.0,23.46
0.39,-0.575,9.341,0.719,23.46,0.671,9.388,-0.096,23.46,-0.144,9.635,-0.288,58.651,0.0,23.46
0.395,-0.671,9.436,1.006,23.46,0.671,9.388,-0.431,23.46,-0.288,9.635,0.144,58.651,0.0,23.46
