Leg,Cycle,IC_Index,FO_Index,IC_Time,FO_Time,Trial_ID
R,9,12975,13102,64.875,65.51,1
L,12,13088,13216,65.44,66.08,1
R,10,13195,13326,65.975,66.63,1
L,13,13313,13438,66.565,67.19,1
R,11,13418,13548,67.09,67.74,1
L,14,13533,13655,67.665,68.275,1
R,12,13627,13767,68.135,68.83500000000001,1
L,15,13739,13898,68.69500000000001,69.49,1
R,13,13872,14000,69.36,70.0,1
L,16,13991,14116,69.955,70.58,1
R,14,14096,14226,70.48,71.13,1
L,17,14212,14353,71.06,71.765,1
R,15,14327,14458,71.635,72.29,1
L,18,14447,14577,72.235,72.885,1
R,16,14553,14686,72.765,73.43,1
L,19,14662,14804,73.31,74.02,1
R,17,14782,14907,73.91,74.535,1
L,20,14896,15036,74.48,75.18,1
R,18,15012,15147,75.06,75.735,1
L,21,15123,15268,75.615,76.34,1
R,19,15239,15370,76.19500000000001,76.85000000000001,1
L,22,15356,15490,76.78,77.45,1
R,20,15468,15597,77.34,77.985,1
L,23,15584,15716,77.92,78.58,1
R,21,15692,15825,78.46000000000001,79.125,1
L,24,15813,15946,79.065,79.73,1
R,22,15916,16046,79.58,80.23,1
L,25,16033,16168,80.165,80.84,1
R,23,16147,16277,80.735,81.385,1
L,26,16266,16405,81.33,82.025,1
R,24,16379,16514,81.895,82.57000000000001,1
L,27,16502,16633,82.51,83.165,1
R,25,16609,16741,83.045,83.705,1
L,28,16729,16859,83.645,84.295,1
R,30,18645,18779,93.22500000000001,93.895,2
L,34,18768,18902,93.84,94.51,2
R,31,18880,19019,94.4,95.095,2
L,35,19003,19139,95.015,95.69500000000001,2
R,32,19115,19249,95.575,96.245,2
L,36,19226,19362,96.13,96.81,2
R,33,19344,19474,96.72,97.37,2
L,37,19460,19591,97.3,97.955,2
R,34,19568,19698,97.84,98.49000000000001,2
L,38,19676,19816,98.38,99.08,2
R,35,19794,19933,98.97,99.665,2
L,39,19906,20055,99.53,100.275,2
R,36,20034,20166,100.17,100.83,2
L,40,20151,20281,100.755,101.405,2
R,37,20260,20395,101.3,101.97500000000001,2
L,41,20381,20520,101.905,102.60000000000001,2
R,38,20485,20633,102.425,103.165,2
L,42,20619,20765,103.095,103.825,2
R,39,20736,20871,103.68,104.355,2
L,43,20854,20992,104.27,104.96000000000001,2
R,40,20967,21096,104.83500000000001,105.48,2
L,44,21088,21225,105.44,106.125,2
R,41,21199,21335,105.995,106.675,2
L,45,21324,21464,106.62,107.32000000000001,2
R,42,21437,21570,107.185,107.85000000000001,2
L,46,21556,21725,107.78,108.625,2
R,43,21647,21834,108.235,109.17,2
L,47,21806,21958,109.03,109.79,2
R,44,21934,22071,109.67,110.355,2
L,48,22051,22195,110.255,110.97500000000001,2
R,45,22171,22307,110.855,111.535,2
L,49,22295,22444,111.47500000000001,112.22,2
R,46,22411,22552,112.055,112.76,2
L,50,22542,22677,112.71000000000001,113.385,2
R,51,25052,25189,125.26,125.94500000000001,3
L,56,25176,25315,125.88000000000001,126.575,3
R,52,25287,25421,126.435,127.105,3
L,57,25409,25547,127.045,127.735,3
R,53,25518,25658,127.59,128.29,3
L,58,25643,25781,128.215,128.905,3
R,54,25759,25900,128.79500000000002,129.5,3
L,59,25882,26039,129.41,130.195,3
R,55,26010,26143,130.05,130.715,3
L,60,26132,26280,130.66,131.4,3
R,56,26250,26393,131.25,131.965,3
L,61,26377,26515,131.885,132.575,3
R,57,26489,26627,132.445,133.135,3
L,62,26613,26750,133.065,133.75,3
R,58,26715,26863,133.575,134.315,3
L,63,26851,26990,134.255,134.95,3
R,59,26966,27106,134.83,135.53,3
L,64,27090,27252,135.45,136.26,3
R,60,27215,27355,136.075,136.775,3
L,65,27342,27494,136.71,137.47,3
R,61,27458,27594,137.29,137.97,3
L,66,27581,27718,137.905,138.59,3
R,62,27693,27830,138.465,139.15,3
L,67,27815,27950,139.07500000000002,139.75,3
R,63,27913,28064,139.565,140.32,3
L,68,28054,28194,140.27,140.97,3
R,64,28157,28311,140.785,141.555,3
L,69,28297,28434,141.485,142.17000000000002,3
R,65,28406,28549,142.03,142.745,3
L,70,28529,28668,142.645,143.34,3
R,66,28643,28782,143.215,143.91,3
L,71,28767,28892,143.835,144.46,3
R,67,28872,29023,144.36,145.115,3
R,71,31465,31604,157.32500000000002,158.02,4
L,78,31591,31725,157.955,158.625,4
R,72,31700,31841,158.5,159.205,4
L,79,31826,31968,159.13,159.84,4
R,73,31940,32075,159.70000000000002,160.375,4
L,80,32061,32194,160.305,160.97,4
R,74,32172,32301,160.86,161.505,4
L,81,32289,32418,161.445,162.09,4
R,75,32394,32529,161.97,162.645,4
L,82,32516,32658,162.58,163.29,4
R,76,32622,32761,163.11,163.805,4
L,83,32749,32872,163.745,164.36,4
R,77,32849,32980,164.245,164.9,4
L,84,32959,33112,164.79500000000002,165.56,4
R,78,33076,33214,165.38,166.07,4
L,85,33197,33345,165.985,166.725,4
R,79,33307,33450,166.535,167.25,4
L,86,33439,33577,167.195,167.885,4
R,80,33546,33694,167.73,168.47,4
L,87,33666,33825,168.33,169.125,4
R,81,33793,33943,168.965,169.715,4
L,88,33926,34078,169.63,170.39000000000001,4
R,82,34043,34184,170.215,170.92000000000002,4
L,89,34174,34322,170.87,171.61,4
R,83,34273,34446,171.365,172.23,4
L,90,34414,34574,172.07,172.87,4
R,84,34537,34695,172.685,173.475,4
L,91,34658,34832,173.29,174.16,4
R,85,34787,34943,173.935,174.715,4
L,92,34918,35067,174.59,175.335,4
R,86,35040,35192,175.20000000000002,175.96,4
L,93,35169,35315,175.845,176.57500000000002,4
R,87,35287,35437,176.435,177.185,4
L,94,35415,35556,177.07500000000002,177.78,4
R,88,35533,35675,177.665,178.375,4
